,mole,smiles
703,N#CCOc1ccccc1C(=O)NCc1cnsc1,N#CCOc1ccccc1C(=O)NCc1cnsc1
704,CCC(=O)N(c1ccc([C@H](C)OC)cc1)[C@@H](C(=O)Nc1ccc(OC)cc1C)c1cccnc1,CCC(=O)N(c1ccc([C@H](C)OC)cc1)[C@@H](C(=O)Nc1ccc(OC)cc1C)c1cccnc1
705,CC(=O)N1CC[NH+](Cc2cccs2)CC1,CC(=O)N1CC[NH+](Cc2cccs2)CC1
706,Cc1ccncc1NC(=O)Nc1cccc(Cl)c1,Cc1ccncc1NC(=O)Nc1cccc(Cl)c1
707,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2ccccc12,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2ccccc12
708,Cc1ccncc1NC(=O)[C@H](C)c1cccc(C#N)c1,Cc1ccncc1NC(=O)[C@H](C)c1cccc(C#N)c1
709,NC(=O)[C@@H]1C[N@@H+](Cc2cccnc2)C[C@H]1c1ccccc1,NC(=O)[C@@H]1C[N@@H+](Cc2cccnc2)C[C@H]1c1ccccc1
710,Nc1cncc(NC(=O)Nc2cccc(Cl)c2)c1,Nc1cncc(NC(=O)Nc2cccc(Cl)c2)c1
711,CS(=O)(=O)NCC[C@@H]1CCCC[N@H+]1CC(=O)Nc1cccnc1,CS(=O)(=O)NCC[C@@H]1CCCC[N@H+]1CC(=O)Nc1cccnc1
712,CC(=O)N1C[C@@H]2C[C@H]1C[N@H+]2Cc1cccc(Cl)c1,CC(=O)N1C[C@@H]2C[C@H]1C[N@H+]2Cc1cccc(Cl)c1
713,Cc1ccncc1NC(=O)CN(C)S(=O)(=O)c1cccc2cccnc12,Cc1ccncc1NC(=O)CN(C)S(=O)(=O)c1cccc2cccnc12
714,Cc1ccncc1NC(=O)CNC(=O)Cc1cccnc1,Cc1ccncc1NC(=O)CNC(=O)Cc1cccnc1
715,CCOC(=O)CCNC(=O)[C@@H](c1cccnc1)N(C(=O)CC)c1ccc(C(C)(C)C)cc1,CCOC(=O)CCNC(=O)[C@@H](c1cccnc1)N(C(=O)CC)c1ccc(C(C)(C)C)cc1
717,CCC(=O)N(c1ccc(C(C)(C)C)cc1)[C@@H](C(=O)NCCCOC)c1cccnc1,CCC(=O)N(c1ccc(C(C)(C)C)cc1)[C@@H](C(=O)NCCCOC)c1cccnc1
718,CCC(=O)N(c1ccc(C(C)(C)C)cc1)[C@@H](C(=O)NCCOC)c1cccnc1,CCC(=O)N(c1ccc(C(C)(C)C)cc1)[C@@H](C(=O)NCCOC)c1cccnc1
719,CCC(=O)N(c1ccc(C(C)(C)C)cc1)[C@@H](C(=O)NC1CCOCC1)c1cccnc1,CCC(=O)N(c1ccc(C(C)(C)C)cc1)[C@@H](C(=O)NC1CCOCC1)c1cccnc1
720,CCC(=O)N(c1ccc(C(C)(C)C)cc1)[C@@H](C(=O)NC)c1cccnc1,CCC(=O)N(c1ccc(C(C)(C)C)cc1)[C@@H](C(=O)NC)c1cccnc1
721,O=C(Nc1ccccc1NS(=O)(=O)c1ccc(F)cc1)[C@@H](O)c1cccnc1,O=C(Nc1ccccc1NS(=O)(=O)c1ccc(F)cc1)[C@@H](O)c1cccnc1
722,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2ccccc2)CC1,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2ccccc2)CC1
723,Cn1cc(CNC(=O)N(CCc2ccccc2)Cc2cccnc2)nn1,Cn1cc(CNC(=O)N(CCc2ccccc2)Cc2cccnc2)nn1
725,CC(=O)N[C@@H](CO)c1cccc(Cl)c1,CC(=O)N[C@@H](CO)c1cccc(Cl)c1
726,C#CC[NH+]1CCN(C(C)=O)CC1,C#CC[NH+]1CCN(C(C)=O)CC1
727,CC(=O)N(CCC(N)=O)[C@H]1CCS(=O)(=O)C1,CC(=O)N(CCC(N)=O)[C@H]1CCS(=O)(=O)C1
728,CC(=O)N1CC[NH+](C(c2ccccc2)c2ccccc2)CC1,CC(=O)N1CC[NH+](C(c2ccccc2)c2ccccc2)CC1
729,C[NH2+]Cc1c[nH]c2ccc(F)cc12,C[NH2+]Cc1c[nH]c2ccc(F)cc12
731,CCNC(=O)[C@@H](c1cccnc1)N(C(=O)CC)c1ccc(C(C)(C)C)cc1,CCNC(=O)[C@@H](c1cccnc1)N(C(=O)CC)c1ccc(C(C)(C)C)cc1
732,Cc1ccncc1NC(=O)Cc1ccc2[nH]cnc2c1,Cc1ccncc1NC(=O)Cc1ccc2[nH]cnc2c1
733,O=C[C@H](Cc1cnc[nH]1)[NH2+]C[C@@H]1C[C@H]2CCCC[C@@H]2CN1C(=O)CCNc1ccccc1,O=C[C@H](Cc1cnc[nH]1)[NH2+]C[C@@H]1C[C@H]2CCCC[C@@H]2CN1C(=O)CCNc1ccccc1
735,O=C1N[C@]2(CCc3cc(Cl)ccc32)C(=O)N1Cc1ccon1,O=C1N[C@]2(CCc3cc(Cl)ccc32)C(=O)N1Cc1ccon1
737,O=c1[nH]c(CC2CCCCC2)c([O-])n1-c1cncc(F)c1,O=c1[nH]c(CC2CCCCC2)c([O-])n1-c1cncc(F)c1
739,C=C1CCN(C(=O)Cn2nnc3ccccc32)CC1,C=C1CCN(C(=O)Cn2nnc3ccccc32)CC1
740,CCN(Cc1ccoc1)C(=O)Cn1nnc2ccccc21,CCN(Cc1ccoc1)C(=O)Cn1nnc2ccccc21
741,NC(=O)c1ccnc(Cl)c1,NC(=O)c1ccnc(Cl)c1
742,CCCOc1cc(Cl)cc(-c2cc(-c3ccccc3C#N)cn(-c3cccnc3)c2=O)c1,CCCOc1cc(Cl)cc(-c2cc(-c3ccccc3C#N)cn(-c3cccnc3)c2=O)c1
744,O=c1[nH]cc(-c2cc(-c3cc(Cl)cc(OCc4ccccc4Cl)c3)c(=O)n(-c3cccnc3)c2)c(=O)[nH]1,O=c1[nH]cc(-c2cc(-c3cc(Cl)cc(OCc4ccccc4Cl)c3)c(=O)n(-c3cccnc3)c2)c(=O)[nH]1
745,N#Cc1ccccc1-c1cc(-c2cc(Cl)cc(OCC3CC3)c2)c(=O)n(-c2cccnc2)c1,N#Cc1ccccc1-c1cc(-c2cc(Cl)cc(OCC3CC3)c2)c(=O)n(-c2cccnc2)c1
747,O[C@@H]1C=CN(c2ccccc2)[C@H](O)[NH2+]1,O[C@@H]1C=CN(c2ccccc2)[C@H](O)[NH2+]1
748,CC(C)NC(=O)Nc1ccccc1,CC(C)NC(=O)Nc1ccccc1
749,O=C1N[C@]2(C[C@H](C3CCC3)C2)C(=O)N1c1cncc(F)c1,O=C1N[C@]2(C[C@H](C3CCC3)C2)C(=O)N1c1cncc(F)c1
751,O=C1N[C@]2(C[C@H](C3CCC3)C2)C(=O)N1c1cncc2ccccc12,O=C1N[C@]2(C[C@H](C3CCC3)C2)C(=O)N1c1cncc2ccccc12
752,O=C1N[C@]2(C[C@@H](c3ccccc3)C2)C(=O)N1c1cncc2ccccc12,O=C1N[C@]2(C[C@@H](c3ccccc3)C2)C(=O)N1c1cncc2ccccc12
753,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C[NH3+])C[C@@H]1CCNC1=O)C2(C)C,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C[NH3+])C[C@@H]1CCNC1=O)C2(C)C
755,O=C(c1cc(=O)[nH]c(=O)[nH]1)N1CCN(c2cc(Cl)c(Cl)c(Cl)c2)CC1,O=C(c1cc(=O)[nH]c(=O)[nH]1)N1CCN(c2cc(Cl)c(Cl)c(Cl)c2)CC1
756,Cc1c(Cl)cc(N2CCN(C(=O)c3cc(=O)[nH]c(=O)[nH]3)CC2)cc1Cl,Cc1c(Cl)cc(N2CCN(C(=O)c3cc(=O)[nH]c(=O)[nH]3)CC2)cc1Cl
757,O=C(c1cc(=O)[nH]c(=O)[nH]1)N1CCN(c2ccc(Br)c(Cl)c2)CC1,O=C(c1cc(=O)[nH]c(=O)[nH]1)N1CCN(c2ccc(Br)c(Cl)c2)CC1
758,O=C(c1cc(=O)[nH]c(=O)[nH]1)N1CCN(c2ccc(Cl)c(C(F)(F)F)c2)CC1,O=C(c1cc(=O)[nH]c(=O)[nH]1)N1CCN(c2ccc(Cl)c(C(F)(F)F)c2)CC1
759,O=Cc1ccc(N2CCN(C(=O)c3cc(=O)[nH]c(=O)[nH]3)CC2)cc1Cl,O=Cc1ccc(N2CCN(C(=O)c3cc(=O)[nH]c(=O)[nH]3)CC2)cc1Cl
760,O=C(c1cc(=O)[nH]c(=O)[nH]1)N1CCN(c2ccc(C(F)(F)F)c(Cl)c2)CC1,O=C(c1cc(=O)[nH]c(=O)[nH]1)N1CCN(c2ccc(C(F)(F)F)c(Cl)c2)CC1
761,O=C(c1cc(=O)[nH]c(=O)[nH]1)N1CCC(c2ccc(Cl)c(Cl)c2)CC1,O=C(c1cc(=O)[nH]c(=O)[nH]1)N1CCC(c2ccc(Cl)c(Cl)c2)CC1
762,O=C(c1cc(=O)[nH]c(=O)[nH]1)N1CCN(c2ccc(Cl)cc2)CC1,O=C(c1cc(=O)[nH]c(=O)[nH]1)N1CCN(c2ccc(Cl)cc2)CC1
763,O=C(c1cc(=O)[nH]c(=O)[nH]1)N1CCN(c2ccc(CO)c(Cl)c2)CC1,O=C(c1cc(=O)[nH]c(=O)[nH]1)N1CCN(c2ccc(CO)c(Cl)c2)CC1
766,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](CN)C[C@@H]1CCNC1=O)C2(C)C,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](CN)C[C@@H]1CCNC1=O)C2(C)C
