smiles,A_baumanii_fold_0,E_coli_fold_0,K_pneumoniae_fold_0,P_aeruginosa_fold_0,A_baumanii_fold_1,E_coli_fold_1,K_pneumoniae_fold_1,P_aeruginosa_fold_1,A_baumanii_fold_2,E_coli_fold_2,K_pneumoniae_fold_2,P_aeruginosa_fold_2,A_baumanii_fold_3,E_coli_fold_3,K_pneumoniae_fold_3,P_aeruginosa_fold_3,A_baumanii_fold_4,E_coli_fold_4,K_pneumoniae_fold_4,P_aeruginosa_fold_4,A_baumanii_fold_5,E_coli_fold_5,K_pneumoniae_fold_5,P_aeruginosa_fold_5,A_baumanii_fold_6,E_coli_fold_6,K_pneumoniae_fold_6,P_aeruginosa_fold_6,A_baumanii_fold_7,E_coli_fold_7,K_pneumoniae_fold_7,P_aeruginosa_fold_7,A_baumanii_fold_8,E_coli_fold_8,K_pneumoniae_fold_8,P_aeruginosa_fold_8,N_gonorrhoeae_fold_0,N_gonorrhoeae_fold_1,N_gonorrhoeae_fold_2,N_gonorrhoeae_fold_3,N_gonorrhoeae_fold_4,N_gonorrhoeae_fold_5,N_gonorrhoeae_fold_6,N_gonorrhoeae_fold_7,N_gonorrhoeae_fold_8,A_baumanii_avg,E_coli_avg,K_pneumoniae_avg,P_aeruginosa_avg,N_gonorrhoeae_avg,druglikeness,novelty,cluster_id,known_antibiotics_novelty,hts_hit_novelty,closest_antibiotic,closest_hts_hit,filter_status,filter_reason,scaffold_antibiotics_novelty,scaffold_hts_hit_novelty,closest_antibiotic_scaffold,closest_hts_hit_scaffold
CN(C(=O)c1cc(F)c(F)c(O)c1F)c1ccc2c(c1)CCO2,0.0046,0.004,0.0029,0.0009,0.4447,0.0736,0.0348,0.0199,0.0632,0.0048,0.0033,0.0046,0.5696,0.0831,0.0354,0.0489,0.0625,0.0019,0.0022,0.0066,0.1306,0.0074,0.0067,0.0152,0.1326,0.0085,0.0078,0.0163,0.0618,0.011,0.0067,0.0068,0.1986,0.018,0.004,0.0006,0.769,0.6206,0.9751,0.9947,0.8603,0.8375,0.8408,0.7755,0.4359,0.1854,0.0236,0.0115,0.0133,0.79,0.6997,0.807229,313,0.807229,0.789474,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(ccc(N)c4O)C[C@H]3C[C@@H]12,CN(C)CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21.Cl,KEPT,,0.711538,0.513514,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,O=C(NO)c1cn(-c2cccc(C(=O)N3CCC4(CC3)C(=O)NCN4c3ccccc3)c2)nn1
Clc1ccc(Oc2ccc(NCc3cnc[nH]3)cc2)cc1,0.0008,0.0006,0.0004,0.0001,0.0158,0.0004,0.0007,0.0044,0.0274,0.0015,0.0012,0.0029,0.0679,0.001,0.0012,0.0088,0.0068,0.0001,0.0002,0.0018,0.0358,0.001,0.0012,0.0068,0.0693,0.0032,0.0036,0.0111,0.0457,0.0077,0.005,0.0058,0.0,0.0,0.0,0.0,0.5661,0.5523,0.6144,0.934,0.9795,0.7945,0.7524,0.5529,0.3352,0.0299,0.0017,0.0015,0.0046,0.6757,0.7555,0.773585,312,0.773585,0.777778,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,Cl.Cl.N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,KEPT,,0.647059,0.647059,CCCCCCCCCCCC[N+](CCO)(CCO)Cc1ccccc1,O=c1[nH]cnc2c1ncn2C1CCC(CO)O1
O=C(Cc1cccc(Cl)c1Cl)NCCc1ccc(O)c(O)c1,0.0007,0.0006,0.0004,0.0001,0.0444,0.0014,0.0017,0.0066,0.025,0.0013,0.0011,0.0028,0.1392,0.0028,0.0026,0.0138,0.005,0.0001,0.0002,0.0016,0.022,0.0005,0.0007,0.0052,0.0203,0.0007,0.0011,0.0059,0.0409,0.0068,0.0045,0.0055,0.0,0.0,0.0,0.0,0.6422,0.6107,0.9377,0.9755,0.9658,0.827,0.5806,0.761,0.6231,0.0331,0.0016,0.0014,0.0046,0.7693,0.7393,0.784615,311,0.770833,0.685185,c1ccc(CCNCc2ccccc2)cc1,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,FILTERED,pains:catechol_A(92),0.548387,0.630435,Cc1cc(O)ccc1Cl,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1
Cn1cc([N+](=O)[O-])c(-c2nc(-c3ccc(N)c([N+](=O)[O-])c3)no2)n1,0.0016,0.0013,0.0009,0.0003,0.0412,0.0014,0.0017,0.0063,0.0242,0.0013,0.0011,0.0027,0.0865,0.0015,0.0016,0.01,0.0243,0.0006,0.0008,0.0036,0.0229,0.0006,0.0007,0.0053,0.0222,0.0008,0.0012,0.0062,0.0385,0.0064,0.0043,0.0054,0.0,0.0,0.0001,0.0,0.5937,0.5334,0.463,0.9927,0.9505,0.6602,0.6524,0.7692,0.5224,0.0291,0.0015,0.0014,0.0044,0.6819,0.634,0.759259,310,0.759259,0.766667,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,Nc1nnc(-c2ccc([N+](=O)[O-])o2)o1,KEPT,,0.736842,0.800000,CN(C)[C@@H]1C(O)=C(C(=O)NC(C(=O)O)N2CCN(CCO)CC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CSC21.[Na+]
O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cl)c1c[nH]c(C(F)(F)F)c1,0.0022,0.0018,0.0013,0.0004,0.0554,0.0019,0.0022,0.0087,0.0456,0.0031,0.0022,0.0038,0.1576,0.0034,0.003,0.0157,0.0347,0.0009,0.0011,0.0046,0.0764,0.0031,0.0031,0.0105,0.0628,0.0029,0.0034,0.0108,0.0733,0.0134,0.0078,0.0073,0.0,0.0,0.0,0.0,0.4235,0.5995,0.81,0.9864,0.988,0.7436,0.4653,0.6762,0.6048,0.0565,0.0034,0.0027,0.0069,0.6997,0.6295,0.773585,309,0.773585,0.753846,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,O=C(Nc1cc(Cl)ccc1Cl)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,FILTERED,motif:sulfonamide_h1,0.621622,0.595238,CN(C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
CCCCCCCCCCCCSC(N)=NCCc1ccc(OC)cc1,0.0285,0.0299,0.0215,0.0075,0.5178,0.0645,0.0282,0.0224,0.0603,0.0044,0.0029,0.0043,0.5736,0.0691,0.0294,0.0471,0.275,0.0169,0.0124,0.0146,0.3892,0.0608,0.0407,0.0298,0.2423,0.0201,0.0151,0.0218,0.1047,0.0205,0.011,0.0086,0.7968,0.5526,0.0253,0.0002,0.697,0.4796,0.8705,0.9255,0.9686,0.5941,0.4467,0.6727,0.4501,0.332,0.0932,0.0207,0.0174,0.6783,0.6712,0.732143,308,0.732143,0.750000,CCCCCCCCCCCC[N+](C)(C)CCOc1ccc(Cl)cc1,CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,KEPT,,0.000000,0.000000,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,CC(=O)[O-].[Hg+][c]1ccccc1
COc1cc(C(=O)N(C)C2c3ccccc3-c3ccccc32)cc(Cl)c1O,0.0013,0.0011,0.0008,0.0002,0.0552,0.0016,0.002,0.0082,0.0288,0.0016,0.0013,0.003,0.1766,0.0039,0.0034,0.0174,0.0132,0.0003,0.0004,0.0027,0.0532,0.0018,0.0019,0.0086,0.0192,0.0006,0.001,0.0058,0.0511,0.0087,0.0055,0.0061,0.0001,0.0003,0.0001,0.0,0.5106,0.4599,0.962,0.9854,0.9878,0.8013,0.7445,0.8257,0.5555,0.0443,0.0022,0.0018,0.0058,0.7592,0.682,0.771930,307,0.771930,0.783784,C=CCc1ccc(O)c(OC)c1,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,FILTERED,motif:tetracyclic_core,0.622222,0.562500,CCC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,O=C(NO)c1cn(-c2cccc(C(=O)N3CCC4(CC3)C(=O)NCN4c3ccccc3)c2)nn1
O=S(=O)(Nc1noc(-c2ccccc2F)n1)c1ccc(OC(F)(F)F)cc1,0.0065,0.0058,0.0042,0.0013,0.0038,0.0001,0.0003,0.0027,0.0451,0.003,0.0022,0.0038,0.015,0.0001,0.0003,0.0037,0.0084,0.0002,0.0003,0.0021,0.0372,0.0011,0.0013,0.0072,0.0106,0.0003,0.0006,0.0045,0.043,0.0072,0.0048,0.0057,0.0,0.0,0.0,0.0,0.3467,0.4518,0.8016,0.9736,0.9707,0.542,0.7414,0.789,0.4949,0.0188,0.002,0.0015,0.0035,0.6791,0.6629,0.696429,306,0.696429,0.818182,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,CS(=O)(=O)Cc1nc2ccccc2oc1=O,FILTERED,motif:sulfonamide_h1,0.486486,0.666667,CN(C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,0.003,0.0025,0.0018,0.0005,0.3737,0.0218,0.012,0.0194,0.0422,0.0026,0.0019,0.0036,0.4716,0.0283,0.0146,0.0391,0.1068,0.0038,0.0037,0.0082,0.1946,0.0135,0.011,0.0177,0.0198,0.0007,0.001,0.0058,0.0769,0.014,0.008,0.0073,0.9257,0.983,0.0001,0.0,0.6388,0.4222,0.7889,0.9864,0.8592,0.6254,0.6418,0.7257,0.4186,0.246,0.1189,0.006,0.0113,0.6786,0.7798,0.797619,305,0.788462,0.022727,c1ccc(CCNCc2ccccc2)cc1,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl,KEPT,,0.542857,0.000000,Cc1cc(O)ccc1Cl,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl
O=C(O)c1ccccc1Nc1ccc(Sc2ccc(C(F)(F)F)cc2)cc1,0.003,0.0024,0.0018,0.0006,0.015,0.0004,0.0008,0.0051,0.0387,0.0024,0.0018,0.0035,0.1894,0.0043,0.0036,0.0185,0.0055,0.0001,0.0002,0.0017,0.0398,0.0012,0.0014,0.0074,0.0306,0.0012,0.0016,0.0078,0.0747,0.0137,0.008,0.0074,0.0001,0.0002,0.0,0.0,0.7082,0.6616,0.9161,0.853,0.9936,0.8457,0.8786,0.863,0.6218,0.0441,0.0029,0.0021,0.0058,0.8157,0.718,0.795918,304,0.770833,0.729167,O=C(O)CNC(=O)c1ccccc1,O=C(Nc1ccccc1)c1ccccc1O,KEPT,,0.657895,0.400000,Nc1c2ccccc2nc2ccccc12,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
Cc1cc(N)c2ccccc2[n+]1CCCCCCCC[n+]1c(C)cc(N)c2ccccc21,0.0183,0.0184,0.0132,0.0044,0.6374,0.2438,0.0954,0.0286,0.0604,0.0044,0.003,0.0043,0.6314,0.1194,0.0463,0.0542,0.4671,0.0558,0.033,0.0224,0.4503,0.0895,0.0591,0.0381,0.4637,0.0869,0.0504,0.0384,0.1513,0.0333,0.0165,0.0108,0.0013,0.0086,0.0039,0.0007,0.928,0.5256,0.9619,0.9931,0.9931,0.902,0.8656,0.8952,0.6165,0.3201,0.0733,0.0356,0.0224,0.8534,0.8605,0.000000,303,0.000000,0.780488,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,CCCCCCCCCCCCCCCC[n+]1ccccc1,KEPT,,0.000000,0.774194,CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)CC(O)CC(O)CCCC(=O)CC(=O)OC1C(C)CCC(O)CC(=O)c1ccc(N)cc1)CC(O)C2C(=O)O,CC(O)C(=O)O.CCOc1ccc2nc3cc(N)ccc3c(N)c2c1
COc1ccc(N(C)C(=O)c2c(O)nc3ccccc3c2C)cc1Cl,0.0011,0.0008,0.0006,0.0002,0.0443,0.0013,0.0016,0.0067,0.0223,0.0012,0.001,0.0026,0.1544,0.0032,0.0029,0.0152,0.013,0.0003,0.0004,0.0027,0.0292,0.0008,0.0009,0.0061,0.0172,0.0006,0.0009,0.0054,0.0421,0.007,0.0046,0.0056,0.0,0.0,0.0,0.0,0.495,0.3454,0.9505,0.9939,0.9956,0.5982,0.5247,0.7165,0.4697,0.0359,0.0017,0.0014,0.0049,0.6766,0.6084,0.771739,302,0.777778,0.734375,Nc1c2ccccc2nc2ccccc12,CC(=O)Oc1ccc(Cl)c2cccnc12,KEPT,,0.657143,0.470588,O=C([C@@H](O)CO)N1CC=C(c2c(F)cc(N3C[C@H](COc4ccon4)OC3=O)cc2F)CC1,O=C(NO)c1cn(-c2cccc(C(=O)N3CCC4(CC3)C(=O)NCN4c3ccccc3)c2)nn1
CC(C)c1csc(C(C#N)=Cc2cc(O)ccc2[N+](=O)[O-])n1,0.0019,0.0015,0.0011,0.0003,0.2377,0.0134,0.0093,0.0172,0.0588,0.0043,0.003,0.0044,0.3506,0.0146,0.0094,0.0342,0.0202,0.0005,0.0007,0.0036,0.0511,0.0017,0.0019,0.0085,0.0882,0.0047,0.0049,0.0133,0.0676,0.0122,0.0073,0.0071,0.0,0.0,0.0,0.0,0.6987,0.545,0.8087,0.848,0.9947,0.7523,0.8092,0.7918,0.6594,0.0973,0.0059,0.0042,0.0099,0.7675,0.6408,0.758621,301,0.758621,0.746032,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(O)c2ncccc12,KEPT,,0.650000,0.736842,C[C@@H]([C@H](N)C(=O)N[C@H](C(=O)O)[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O)[C@H](O)c1ccc(O)cn1,Oc1c(Cl)cc(Cl)c2cccnc12
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,0.0025,0.0022,0.0016,0.0005,0.0847,0.003,0.0032,0.0118,0.0506,0.0035,0.0025,0.0042,0.1355,0.0027,0.0027,0.0166,0.0065,0.0001,0.0002,0.002,0.1146,0.0061,0.0059,0.0162,0.0282,0.0011,0.0016,0.0077,0.0781,0.0146,0.0085,0.0078,0.0001,0.0,0.0,0.0001,0.8038,0.5756,0.9704,0.9803,0.4458,0.7786,0.8857,0.6955,0.4092,0.0556,0.0037,0.0029,0.0074,0.7272,0.8074,0.794521,300,0.794872,0.761905,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,COC1=C(N)C(=O)c2nc(-c3nc(C(=O)O)c(C)c(-c4ccc(OC)c(OC)c4O)c3N)ccc2C1=O,KEPT,,0.740000,0.690476,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23
COC(=O)c1ccc(C)c(S(=O)(=O)Nc2ccc(O)c(C(F)(F)F)c2)c1,0.0009,0.0007,0.0005,0.0001,0.0115,0.0003,0.0006,0.0042,0.0237,0.0012,0.001,0.0027,0.0562,0.0008,0.001,0.0081,0.0054,0.0001,0.0002,0.0017,0.0314,0.0009,0.001,0.0064,0.0131,0.0004,0.0007,0.0048,0.0394,0.0065,0.0044,0.0055,0.0,0.0001,0.0001,0.0,0.6479,0.5406,0.6509,0.9918,0.9882,0.7567,0.682,0.575,0.4424,0.0202,0.0012,0.0011,0.0037,0.6973,0.602,0.809524,299,0.793103,0.758065,O=C(O)c1cc(S(=O)(=O)O)ccc1O,CCOC(=O)c1c(C)cc(O)c(C=O)c1O,FILTERED,motif:sulfonamide_h1; pains:sulfonamide_B(41),0.428571,0.470588,CN(C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
O=[N+]([O-])c1cc(Cl)ccc1S(=O)(=O)Nc1cccc2oc(C(F)(F)F)nc12,0.0043,0.0038,0.0027,0.0008,0.2822,0.0197,0.0119,0.0146,0.0531,0.0038,0.0026,0.0041,0.4306,0.0269,0.0142,0.0338,0.0769,0.0024,0.0026,0.0068,0.1013,0.0049,0.0046,0.0122,0.0832,0.0042,0.0044,0.0121,0.0742,0.0136,0.0079,0.0074,0.0,0.0,0.0,0.0,0.4072,0.474,0.7715,0.9972,0.9906,0.6589,0.7961,0.6791,0.2738,0.1229,0.0088,0.0057,0.0102,0.672,0.625,0.809524,298,0.809524,0.675676,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,O=C(Nc1cc(Cl)ccc1Cl)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,FILTERED,motif:sulfonamide_h1,0.550000,0.595745,CN(C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
O=C(Nc1c(O)c(Cl)cc(Cl)c1Cl)C(O)Cc1c(F)cccc1Cl,0.0033,0.0027,0.002,0.0006,0.2437,0.0137,0.0091,0.015,0.0342,0.0021,0.0016,0.0032,0.3358,0.0137,0.0086,0.0288,0.09,0.0031,0.0031,0.0076,0.096,0.0044,0.0042,0.0118,0.0844,0.0044,0.0046,0.0125,0.0788,0.0146,0.0084,0.0076,0.0,0.0016,0.006,0.0009,0.4058,0.5783,0.9439,0.9712,0.8078,0.7617,0.4574,0.7566,0.6075,0.1074,0.0067,0.0053,0.0098,0.6989,0.6607,0.687500,297,0.687500,0.687500,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,KEPT,,0.636364,0.548387,Cc1cc(O)ccc1Cl,O=C(NO)c1cn(-c2cccc(C(=O)N3CCC4(CC3)C(=O)NCN4c3ccccc3)c2)nn1
CCN(CC)S(=O)(=O)c1cccc(C(=O)NNc2nc3ccccc3s2)c1,0.0009,0.0007,0.0005,0.0001,0.0009,0.0,0.0001,0.0013,0.0159,0.0007,0.0007,0.0022,0.0038,0.0,0.0001,0.0016,0.0023,0.0,0.0001,0.001,0.0138,0.0003,0.0004,0.0041,0.0037,0.0001,0.0002,0.0025,0.0329,0.0053,0.0037,0.005,0.0,0.0,0.0,0.0,0.6423,0.5171,0.5883,0.9861,0.9856,0.6246,0.6598,0.4854,0.5932,0.0082,0.0008,0.0006,0.002,0.6758,0.7466,0.800000,296,0.779661,0.794118,O=C(O)CNC(=O)c1ccccc1,CS(=O)(=O)Cc1nc2ccccc2oc1=O,FILTERED,motif:sulfonamide_h1,0.722222,0.641026,CCC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,O=C(NO)c1cn(-c2cccc(C(=O)N3CCC4(CC3)C(=O)NCN4c3ccccc3)c2)nn1
Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,0.0014,0.0011,0.0008,0.0002,0.3088,0.0187,0.011,0.0157,0.0409,0.0026,0.0019,0.0035,0.4185,0.0245,0.0131,0.0321,0.0644,0.0019,0.0021,0.0061,0.0956,0.0043,0.004,0.0115,0.0418,0.0017,0.0021,0.0085,0.0617,0.0108,0.0066,0.0066,0.0,0.0001,0.0001,0.0,0.8035,0.618,0.9668,0.9943,0.9822,0.9065,0.5871,0.793,0.6339,0.1148,0.0073,0.0046,0.0094,0.8095,0.7019,0.315789,295,0.315789,0.583333,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,Clc1ccc(C(c2ccc(Cl)cc2)[n+]2ccn(C[C@@H](OCc3ccc(Cl)cc3Cl)c3ccc(Cl)cc3Cl)c2)cc1,KEPT,,0.367347,0.639344,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,Cl.O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O
Clc1cc(NCc2ccc3cnccc3c2)ccc1-n1ccnc1,0.0004,0.0003,0.0002,0.0001,0.0143,0.0004,0.0007,0.0041,0.02,0.001,0.0008,0.0025,0.0847,0.0013,0.0015,0.01,0.0046,0.0001,0.0002,0.0015,0.0263,0.0007,0.0008,0.0057,0.0211,0.0007,0.0011,0.0061,0.037,0.006,0.0041,0.0053,0.0,0.0,0.0,0.0,0.5206,0.5024,0.8326,0.9843,0.9907,0.748,0.5688,0.6151,0.3303,0.0232,0.0012,0.001,0.0039,0.677,0.7069,0.774648,294,0.774648,0.823529,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,c1ccc(CCNc2ccnc3cc4ccccc4cc23)cc1,KEPT,,0.745763,0.809524,CCCCCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCNC(=O)C(N)CCCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
O=C(Nc1nc(-c2ccc(Cl)cc2)no1)c1cccnc1O,0.002,0.0015,0.0011,0.0004,0.0239,0.0007,0.0011,0.0051,0.0379,0.0024,0.0018,0.0035,0.106,0.0019,0.002,0.0115,0.0324,0.0008,0.001,0.0043,0.0295,0.0008,0.0009,0.0062,0.0238,0.0008,0.0012,0.0064,0.0478,0.0081,0.0052,0.006,0.0,0.0,0.0,0.0,0.6595,0.5254,0.4365,0.9293,0.9884,0.8295,0.8593,0.8018,0.4808,0.0337,0.0019,0.0016,0.0048,0.7234,0.6414,0.779661,293,0.779661,0.735849,Oc1c(I)cc(Cl)c2cccnc12,O=C(Nc1ccccc1)c1ccccc1O,KEPT,,0.750000,0.651163,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,O=C(NO)c1cn(-c2cccc(C(=O)N3CCC4(CC3)C(=O)NCN4c3ccccc3)c2)nn1
O=[N+]([O-])c1cnc(Nc2ccc(N3CC4CCC3C4)cc2)nc1NC1CC1,0.0007,0.0005,0.0004,0.0001,0.0201,0.0005,0.0009,0.0048,0.0266,0.0015,0.0012,0.0029,0.0491,0.0006,0.0009,0.0074,0.007,0.0001,0.0002,0.0019,0.0188,0.0004,0.0005,0.0048,0.0145,0.0005,0.0008,0.005,0.0418,0.007,0.0046,0.0056,0.0,0.0,0.0,0.0,0.5125,0.403,0.8591,0.9622,0.9862,0.7878,0.5671,0.7556,0.4013,0.0198,0.0012,0.0011,0.0036,0.6928,0.7101,0.815385,292,0.815385,0.797101,Cc1ncc([N+](=O)[O-])n1C,O=[N+]([O-])c1ccc(O)c2ncccc12,FILTERED,motif:aminoglycoside_h1; motif:small_strained; motif:monoaminopyrimidine,0.825000,0.708333,Cn1c([N+](=O)[O-])cnc1/C=C/c1ccnc(N)n1,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12.Cl
Cc1nccn1Cc1ccc(NCc2ccc(C(F)(F)F)s2)cc1,0.0007,0.0005,0.0004,0.0001,0.0205,0.0005,0.0009,0.0048,0.0183,0.0009,0.0008,0.0023,0.0506,0.0007,0.0009,0.0073,0.0052,0.0001,0.0002,0.0016,0.0191,0.0004,0.0005,0.0048,0.0111,0.0003,0.0006,0.0043,0.0325,0.0052,0.0037,0.005,0.0,0.0,0.0,0.0,0.7099,0.5137,0.9234,0.8968,0.9832,0.6719,0.7864,0.6806,0.4367,0.0176,0.001,0.0009,0.0034,0.7336,0.6605,0.785714,291,0.785714,0.793651,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,Cc1nc2ccccc2n1Cc1ccc(Cl)cc1,KEPT,,0.641509,0.772727,CCCCCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCNC(=O)C(N)CCCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)Cc3cccs3)C2SC1.[Na+]
CCOc1ccc2ccccc2c1CNCC(O)Cn1cnc2cc(C)c(C)cc21,0.0011,0.0009,0.0007,0.0002,0.1352,0.0045,0.0039,0.0115,0.0238,0.0012,0.001,0.0027,0.3194,0.0112,0.0073,0.0267,0.0412,0.0011,0.0013,0.0049,0.0547,0.0018,0.0019,0.0086,0.0301,0.0011,0.0015,0.0072,0.051,0.0086,0.0055,0.0061,0.4245,0.0001,0.0001,0.0,0.4889,0.4419,0.8106,0.889,0.9847,0.7745,0.6763,0.6009,0.4972,0.1201,0.0034,0.0026,0.0075,0.6849,0.6165,0.724138,290,0.724138,0.780488,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,CC(O)C(=O)O.CCOc1ccc2nc3cc(N)ccc3c(N)c2c1,KEPT,,0.672414,0.500000,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl
