smiles,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
CC(NC(=O)C1=CNN=C1C=2C=CC=CC2)C3=CC=CN3,Z1535432853,280.325,280.325,2.349,-4.146,3,2,73.57,5,https://real.enamine.net/public-enum-files/Z1535432853
CCCC(CC=1C=CC=CC1)NC(=O)N2CCN(CC2)C(=O)C3CCCO3,Z1089155262,373.49,373.49,3.307,-4.098,1,3,61.88,6,https://real.enamine.net/public-enum-files/Z1089155262
CN1CCN(CC1)C=2C=CC(=CC2)NC(=O)C=3C=CC(F)=CC3F,Z52051951,331.361,331.361,2.815,-3.871,1,3,35.58,4,https://real.enamine.net/public-enum-files/Z52051951
CC(CN1N=CC=2C=CC=CC21)C(=O)N3CCC(CC3)N4C=CC(=N4)C(F)(F)F,Z2044204010,405.418,405.418,2.433,-3.959,0,3,55.95,5,https://real.enamine.net/public-enum-files/Z2044204010
COC=1C=CC2=C(C1)CCCCN2C(=O)C3CC43CCS(=O)(=O)CC4,Z2044152264,363.473,363.473,1.045,-3.211,0,4,63.68,3,https://real.enamine.net/public-enum-files/Z2044152264
CCN1C=C(C=N1)CC(=O)NC2=CC=CN(CC=3C=CC=CC3)C2=O,Z1766207263,336.389,336.389,1.343,-1.947,1,3,67.23,7,https://real.enamine.net/public-enum-files/Z1766207263
CC1=CC(CN2CCN(CC2)C(=O)C3=CC=4C=CC=C(C)C4O3)=NO1,Z952156322,339.389,339.389,2.362,-3.47,0,3,62.72,4,https://real.enamine.net/public-enum-files/Z952156322
CC1=NN(C)C=2N=C(C)C=C(C(=O)N3CCC=C(C3)C=4C=CC=CC4)C12,Z2044962138,346.427,346.427,2.736,-4.507,0,3,51.02,2,https://real.enamine.net/public-enum-files/Z2044962138
CN1C=C(C(=O)N2CCC(CC2)C(=O)NC=3C=CC=4OCOC4C3)C(=N1)C5=COC=6C=CC=CC56,Z804082582,472.494,472.494,2.757,-5.415,1,5,98.83,4,https://real.enamine.net/public-enum-files/Z804082582
O=C(O)C=1C=CC(=CN1)C(=O)N2CCN(CC2)C(=O)C3=CC=4C=CC=CC4N3,Z1095756494,378.382,378.382,1.491,-4.691,2,5,106.6,3,https://real.enamine.net/public-enum-files/Z1095756494
O=C(NC=1C=CC=C(C1)C=2C=NNC2)C=3C=CC=NC3O,Z1540623403,280.282,280.282,3.227,-3.74,3,4,90.9,4,https://real.enamine.net/public-enum-files/Z1540623403
O=C(NC=1C=CC=C(C1)C=2C=NNC2)C3CC(=O)N(CC(F)(F)F)C3,Z1540621197,352.312,352.312,2.388,-4.478,2,3,78.09,6,https://real.enamine.net/public-enum-files/Z1540621197
COC(=O)C=1C=CC=C(C1)CNC(=O)C=2C=CC=C(F)C2Br,Z2222957533,366.182,366.182,3.156,-4.986,1,2,55.4,5,https://real.enamine.net/public-enum-files/Z2222957533
O=C(C=1C=CC=2C(=O)NCC(=O)NC2C1)N3CC4CCCCC43C=5C=CC=CC5,Z2222967991,389.448,389.448,2.758,-5.559,2,3,78.51,2,https://real.enamine.net/public-enum-files/Z2222967991
C[C@H](NC(=O)C1CCC(NC1=O)C(F)(F)F)C2=NC=3C=CC=CC3N2,Z370206186,354.328,354.328,1.177,-3.886,3,3,86.88,5,https://real.enamine.net/public-enum-files/Z370206186
CC1=CC2=C(CC(C)(C)CC2NC(=O)C3=CNC=4C=CC=CC4C3=O)O1,Z768343792,350.412,350.412,3.453,-4.873,2,3,71.34,2,https://real.enamine.net/public-enum-files/Z768343792
CCOC1=CN(N=C1C(=O)N2CCN(CC2)C3=NC(C)=CS3)C=4C=CC=CC4,Z1102170781,397.496,397.496,3.102,-4.344,0,5,63.49,5,https://real.enamine.net/public-enum-files/Z1102170781
O=C(NC[C@@H]1CCO[C@H]1C=2C=CC=CC2)C=3C=CC=4SCC(=O)NC4C3,Z1756931804,368.451,368.451,1.69,-4.739,2,3,67.43,4,https://real.enamine.net/public-enum-files/Z1756931804
O=C(C=1C=CC(=NC1)N2C=NC=N2)N3CCNC(=O)CC3C=4C=CC=CC4,Z771186798,362.386,362.386,0.108,-4.032,1,5,93.01,3,https://real.enamine.net/public-enum-files/Z771186798
CC1=C(SC2=NC=CN12)C(=O)NC=3C=CC=NC3N4CCC(CO)CC4,Z1547399548,371.459,371.459,1.214,-3.334,2,5,82.76,5,https://real.enamine.net/public-enum-files/Z1547399548
O=C(CN1C=2C=CC=C3C=CC=C(C23)S1(=O)=O)NC4=CC=C(N=C4)N5N=CC=N5,Z317887838,406.42,406.42,2.808,-5.15,1,6,110.08,4,https://real.enamine.net/public-enum-files/Z317887838
CC=1C=CC(NC(=O)CN2N=NC(=N2)C=3C=CC=CC3)=C(C1)C4=NC(=NN4)C5CC5,Z773077496,400.438,400.438,2.669,-5.496,2,6,114.27,6,https://real.enamine.net/public-enum-files/Z773077496
CC1=C(SC2=NC=CN12)C(=O)N3CCC(C3)C=4C=CC=C(F)C4,Z1546868050,329.394,329.394,2.703,-4.457,0,2,37.61,2,https://real.enamine.net/public-enum-files/Z1546868050
COC=1C=CC(=CC1)C(CCO)NC(=O)NCCC2=CNC=3C=CC=CC23,Z1547691792,367.442,367.442,2.801,-3.963,4,3,86.38,10,https://real.enamine.net/public-enum-files/Z1547691792
O=C(C1=CC=2OC=CC2N1)N3CCN(CC3)C4=CC=CS4,Z1495905653,301.365,301.365,2.316,-4.389,1,2,52.48,2,https://real.enamine.net/public-enum-files/Z1495905653
O=C(NC1CCC(=O)NC1=O)C2CC(=O)N(C2)C=3C=CC=4OCOC4C3,Z1474297675,359.334,359.334,1.192,-2.978,2,6,114.04,4,https://real.enamine.net/public-enum-files/Z1474297675
O=C(CSC1=NN=CN1C=2C=CC=C(Cl)C2)NCCOC=3C=CC=CC3,Z74317217,388.873,388.873,3.337,-6.139,1,4,69.04,9,https://real.enamine.net/public-enum-files/Z74317217
O=C(NCC1=NC=2C=CC=CC2S1)C(O)C=3C=C(Cl)C=C(Cl)C3,Z1548921504,367.251,367.251,3.599,-5.03,2,3,62.22,5,https://real.enamine.net/public-enum-files/Z1548921504
COC1CC(C2=NC(=CN2)C=3C=CC=NC3)N(C1)C(=O)CN(C)C=4N=CN=C5N=CNC45,Z1549620403,433.468,433.468,0.469,-3.694,2,8,128.81,6,https://real.enamine.net/public-enum-files/Z1549620403
CC=1C=CC=2C(=O)N(C(=O)C2C1)C(C)C(=O)NC=3C=CC=CC3,Z82191568,308.332,308.332,3.079,-5.297,1,3,66.48,4,https://real.enamine.net/public-enum-files/Z82191568
CC(C(=O)NC1=NC=CS1)N2CCCN(CC2)C(=O)C=3C=CC=CC3,Z319187060,358.46,358.46,1.81,-3.763,1,4,65.54,6,https://real.enamine.net/public-enum-files/Z319187060
CC1(C)C(=O)NC=2C=C(C=CC21)C(=O)NC=3C=CC=CC3CN4CCNC4=O,Z2224068283,378.425,378.425,0.627,-4.129,3,3,90.54,4,https://real.enamine.net/public-enum-files/Z2224068283
CCC=1C=CC=C(C1)NS(=O)(=O)C2=CNC=3N=CC=CC23,Z786103574,301.365,301.365,3.492,-4.489,2,3,74.85,4,https://real.enamine.net/public-enum-files/Z786103574
COC=1C=CC(=CC1)C=2C=C(NN2)C(=O)NCC3=NC4=C(C)C=CC=C4N3,Z1552566471,361.398,361.398,4.116,-4.992,3,4,95.69,5,https://real.enamine.net/public-enum-files/Z1552566471
O=C(O)C(F)(F)F.CC1=NOC(Cl)=C1CC(=O)N(C)[C@H]2CCO[C@@H]2C=3C=CC=NC3,Z8890179691,449.809,335.786,0.386,-3.14,0,4,68.46,5,https://real.enamine.net/public-enum-files/Z8890179691
CC(OC(=O)C=1C=CC=2C(=O)N(C(=O)NC2C1)C=3C=CC=CC3F)C(=O)NC=4N=CC=CN4,Z794468786,449.392,449.392,2.929,-6.254,2,6,130.59,5,https://real.enamine.net/public-enum-files/Z794468786
CCC(=O)N(C1=NN=C(SCC=2C=CC(F)=CC2)S1)C3CC3,Z90035944,337.438,337.438,2.019,-6.05,0,3,46.09,6,https://real.enamine.net/public-enum-files/Z90035944
COC=1C=CC=CC1CC2CCCN2C(=O)CCN3N=NC=4C=CC=CC4C3=O,Z942497856,392.452,392.452,2.936,-3.921,0,5,74.57,6,https://real.enamine.net/public-enum-files/Z942497856
CCOC=1C=CC(=CC1)N(CC)C(=O)CCC=2C=CC=NC2,Z349253818,298.38,298.38,2.684,-2.987,0,3,42.43,7,https://real.enamine.net/public-enum-files/Z349253818
CC1(F)CCN(C1)C(=O)C=2C=CC=C(C2)S(=O)(=O)NCC3CCCO3,Z1555615105,370.441,370.441,1.804,-3.899,1,4,75.71,6,https://real.enamine.net/public-enum-files/Z1555615105
O=C(NC1CCN(CC1)C(=O)C=2C=CC=3OCCCOC3C2)C=4C=CSC4,Z812876314,386.467,386.467,1.499,-4.904,1,4,67.87,3,https://real.enamine.net/public-enum-files/Z812876314
CCC(NC(=O)C(C)C=1C=CC(Br)=CC1)C=2C=CC=C(C2)S(N)(=O)=O,Z1557907366,425.341,425.341,2.891,-4.974,2,3,89.26,6,https://real.enamine.net/public-enum-files/Z1557907366
CCC=1N=CN=C(C1F)N2CCN(CC2)C(=O)C=3C=CC=4NC=NC4C3,Z1558922571,354.382,354.382,2.001,-4.352,1,5,78.01,3,https://real.enamine.net/public-enum-files/Z1558922571
CCC1=NC=NC(NC(C2=NC=CN2C)C=3C=CC(=CC3)OC)=C1F,Z1558623469,341.384,341.384,2.279,-2.955,1,5,64.86,6,https://real.enamine.net/public-enum-files/Z1558623469
O=C(CC=1C=CC=CC1F)N2CCN(CC2)C(=O)C=3C=CC=C4CCCC34,Z875613258,366.43,366.43,3.567,-5.553,0,2,40.62,5,https://real.enamine.net/public-enum-files/Z875613258
O=C(NC1=CNN=C1C=2C=CC=CN2)C3=NNC=4C=CC=CC34,Z1559985788,304.307,304.307,1.445,-3.776,3,4,99.35,4,https://real.enamine.net/public-enum-files/Z1559985788
C[C@H](NC(=O)N1CCCC(O)(C1)C(N)=O)C=2C=CC=C(C2)OCC=3C=CC=CC3,Z2062551648,397.468,397.468,2.401,-4.436,3,4,104.89,6,https://real.enamine.net/public-enum-files/Z2062551648
CC(C)OC=1C=CC=C(N1)C(=O)NC2=CNN=C2C=3C=CC=CN3,Z1559979457,323.35,323.35,1.924,-3.116,2,5,92.79,6,https://real.enamine.net/public-enum-files/Z1559979457
CN1C=C(N=C1C2CCCN(C2)C(=O)C=3N=C4C=CC=CN4C3F)C(F)(F)F,Z2063291233,395.355,395.355,1.719,-4.29,0,3,55.43,3,https://real.enamine.net/public-enum-files/Z2063291233
CC(C)NC(=O)C=1C=CC(=CC1)C(=O)NC=2C=CN(N2)C=3C=CN=CC3,Z1559597780,349.387,349.387,1.743,-3.738,2,4,88.91,5,https://real.enamine.net/public-enum-files/Z1559597780
O=C(NCCN1CCC=2SC=CC2C1)C3=CC=4C=CC=CC4N3,Z804328060,325.43,325.43,3.362,-4.278,2,2,48.13,5,https://real.enamine.net/public-enum-files/Z804328060
CC=1C=CC(=CC1)CC(C)C(=O)N2CCO[C@H](C)[C@H]2C(N)=O,Z2065082480,304.385,304.385,1.992,-3.519,1,3,72.63,5,https://real.enamine.net/public-enum-files/Z2065082480
CCS(=O)(=O)N(C)C1CCN(CC1)C(=O)NC2=CC=NC(C)=C2,Z1560503573,340.443,340.443,0.418,-2.106,1,4,82.61,6,https://real.enamine.net/public-enum-files/Z1560503573
CC1=CC=2C=C(C=CC2N1)CNC(=O)C=3C=CC=C(C3)[N+]([O-])=O,Z2065713205,309.32,309.32,3.493,-5.118,2,3,88.03,5,https://real.enamine.net/public-enum-files/Z2065713205
CC=1C=C(C=CC1NC(=O)C=2C=CC3=C(C2)N=CN3C)C(=O)N4CCOCC4,Z1561159135,378.425,378.425,1.205,-4.318,1,4,76.46,5,https://real.enamine.net/public-enum-files/Z1561159135
CC(=O)NC=1C=CC(=CC1)CCNC(=O)C=2C=CC=C(C2)NC(=O)C3=CC=C(Br)O3,Z1118875404,470.316,470.316,2.889,-6.461,3,3,100.44,10,https://real.enamine.net/public-enum-files/Z1118875404
CN1C(=O)C=2C=CC=CC2C=C1C3=NC(COC=4C=CC=CC4)=NO3,Z2068369047,333.342,333.342,2.759,-4.461,0,4,68.46,4,https://real.enamine.net/public-enum-files/Z2068369047
CC=1N=C2SC=CN2C(=O)C1CCN3CCN(C)CC3C,Z2069203355,306.428,306.428,0.124,-1.228,0,4,39.15,3,https://real.enamine.net/public-enum-files/Z2069203355
COC=1C=CC=C(C1)C2(CC2)C(=O)NCCN3C=NC=4C=CC=CC43,Z2068873745,335.401,335.401,2.668,-3.29,1,3,56.15,7,https://real.enamine.net/public-enum-files/Z2068873745
CC1=NN(C)C=2SC(=CC12)C(=O)NC=3C=CC=C(C(=O)N4CCOCC4)C3C,Z811275598,398.481,398.481,1.425,-4.895,1,4,76.46,5,https://real.enamine.net/public-enum-files/Z811275598
O=C(NCC1CCN(C1)C=2C=CC=C(Br)C2)C3=CNC=4N=CC=CC34,Z817061952,399.285,399.285,3.242,-5.397,2,3,61.02,5,https://real.enamine.net/public-enum-files/Z817061952
CN1N=NN=C1C=2C=CC=C(C2)NC(=O)CNC3=NS(=O)(=O)C4=CC=CC=C34,Z230169072,397.413,397.413,1.57,-4.37,2,8,131.23,4,https://real.enamine.net/public-enum-files/Z230169072
COC=1N=CC(=CC1Cl)C(=O)N2CCC2C=3C=CC=C(F)C3,Z2071912465,320.746,320.746,3.172,-4.497,0,3,42.43,4,https://real.enamine.net/public-enum-files/Z2071912465
O=C(NS(=O)(=O)CC=1C=CC=C(F)C1)C=2OC=C3COCCC23,Z2072937977,339.34,339.34,1.371,-3.178,1,4,85.61,3,https://real.enamine.net/public-enum-files/Z2072937977
O=C(C=1C=CC=C(C1)N2CCCC2=O)N3CCCN4N=NN=C34,Z2227182573,312.327,312.327,0.152,-3.594,0,5,84.22,3,https://real.enamine.net/public-enum-files/Z2227182573
O=C(C(O)C=1C=CC=C(C1)C(F)(F)F)N2CCC=3C(=O)NC=NC3C2,Z2073903461,353.297,353.297,0.235,-3.894,2,4,82,4,https://real.enamine.net/public-enum-files/Z2073903461
CC=1N=CC=C(N1)N2CCN(CC2)C(=O)C3=CC(=O)C=4C=CC(F)=CC4O3,Z2073960222,368.363,368.363,1.088,-4.322,0,6,75.63,2,https://real.enamine.net/public-enum-files/Z2073960222
NC(=O)CN1CCN(CC1)C(=O)C(OC=2C=CC(Br)=CC2)C=3C=CC=CC3,Z1128498048,432.311,432.311,3.69,-4.478,1,4,75.87,6,https://real.enamine.net/public-enum-files/Z1128498048
CC1=NN(CC=2C=CC=CC2Cl)C(C)=C1C(=O)NC3=CC=CC(=C3)C4=NOC(=O)N4,Z1128903140,423.853,423.853,2.955,-5.765,2,4,97.61,5,https://real.enamine.net/public-enum-files/Z1128903140
CCN(CC)C(C(=O)N1CCOC(CO)C1)C2=CC=CC(=C2)C(F)(F)F,Z1455208835,374.399,374.399,3.024,-3.485,1,4,53.01,7,https://real.enamine.net/public-enum-files/Z1455208835
O=C1CCCN1CC=2C=CC(=CC2)NCC=3C=NN(N3)C=4C=CC=CC4,Z1271715116,347.415,347.415,2.085,-3.289,1,4,63.05,6,https://real.enamine.net/public-enum-files/Z1271715116
CNS(=O)(=O)N1CCC(CC1)C(=O)N2CCC3=CC(Cl)=CC=C32,Z2077574069,357.857,357.857,0.933,-3.204,1,4,69.72,4,https://real.enamine.net/public-enum-files/Z2077574069
CC=1C=C(CNC(=O)C2=CC=CN3C(=O)NN=C23)N(C)N1,Z2077471470,286.29,286.29,-0.816,-2.03,2,4,91.62,4,https://real.enamine.net/public-enum-files/Z2077471470
CC=1C=CC(=CC1C)C2=NN(C=C2CN(C)C(=O)C=3C=CC(=CC3)OCC(N)=O)C=4C=CC=CC4,Z145034664,468.548,468.548,4.31,-6.689,1,4,90.45,8,https://real.enamine.net/public-enum-files/Z145034664
CC(C)(C)OC(=O)N1C2CCC1CC(CC(=O)NC(CO)C=3C=CC(F)=CC3)C2,Z1576646261,406.492,406.492,2.904,-3.607,2,3,78.87,7,https://real.enamine.net/public-enum-files/Z1576646261
NC(=O)COC=1C=CC=C(C1)C(=O)NC=2C=CC=C3C=CC=NC23,Z317606644,321.331,321.331,1.775,-4.267,2,4,94.31,5,https://real.enamine.net/public-enum-files/Z317606644
CC(C)N(C)S(=O)(=O)C=1C=CC=C(C1)C(=O)NCC2(CCC2)C3=CC=CC=N3,Z2078426194,401.524,401.524,2.847,-3.652,1,4,79.37,6,https://real.enamine.net/public-enum-files/Z2078426194
CN1N=CC=2C(=O)NC(=NC21)NC=3C=CC(OC4CCCC4)=C(F)C3,Z1576886019,343.356,343.356,2.784,-4.456,2,5,80.54,4,https://real.enamine.net/public-enum-files/Z1576886019
CN1CCC(CC1)OC=2C=CC(=CC2)CNC(=O)C=3C=CC=4NC(=O)NC4N3,Z2079234782,381.429,381.429,2.717,-3.896,3,5,95.59,5,https://real.enamine.net/public-enum-files/Z2079234782
CNC(=O)C(NC(=O)CN1CCC(CC=2C=CC=NC2)CC1)C=3C=CC=CC3,Z1578249344,380.484,380.484,2.174,-2.479,2,4,74.33,9,https://real.enamine.net/public-enum-files/Z1578249344
NC(=O)C1=NN(CC(O)CN2C(=O)C=3C=CC=CC3C2=O)C(=O)C=4C=CC=CC14,Z287319728,392.366,392.366,-0.394,-5.005,2,6,133.37,5,https://real.enamine.net/public-enum-files/Z287319728
CC(C)(C)C1=NC(=NO1)C(C)(C)NC(=O)C=2C=CC(=NC2)OC=3C=CC=CC3,Z929488318,380.441,380.441,3.83,-4.293,1,4,90.14,6,https://real.enamine.net/public-enum-files/Z929488318
CC(=O)NC=1C=CC(=CC1)C=2C=CC(=CC2)S(=O)(=O)NCCNC(=O)C3CC3,Z165183888,401.481,401.481,1.864,-4.541,3,4,104.37,7,https://real.enamine.net/public-enum-files/Z165183888
CNC(=O)C1CCCN1C(=O)NC=2C=CC=3NC(=NC3C2)C(F)F,Z1580385956,337.325,337.325,0.991,-3.018,3,3,90.12,6,https://real.enamine.net/public-enum-files/Z1580385956
O=C(CC1=COC(=N1)C2=CC=CS2)N3CCC(CCN4CCOCC4)CC3,Z1140124860,389.514,389.514,1.913,-2.364,0,4,58.81,6,https://real.enamine.net/public-enum-files/Z1140124860
O=C(CN1CC=2C=CC=CC2C1=O)N3CCCC3C4=NC5=CC=CC=C5S4,Z1140056275,377.461,377.461,2.474,-4.975,0,3,53.51,3,https://real.enamine.net/public-enum-files/Z1140056275
CC1=NC=NC=C1C(=O)N2CCC(C2)N(C(=O)C=3C=NC=NC3C)C4CC4,Z1581471083,366.418,366.418,-0.708,-2.77,0,6,92.18,6,
CC=1C=C(C)C=C(C1)C(=O)N2CCCCC2C(=O)N3CCS(=O)(=O)CC3,Z1583659018,378.488,378.488,1.75,-4.401,0,4,74.76,2,https://real.enamine.net/public-enum-files/Z1583659018
O=C(CC1=CN(N=C1C=2C=CC(F)=CC2)C=3C=CC=CC3)NC4=CC=CN=C4,Z850907350,372.396,372.396,4.044,-4.415,1,3,59.81,5,https://real.enamine.net/public-enum-files/Z850907350
CC1=NC(=CS1)C=2C=CC3=C(C2)CCN3C(=O)C=4C=CC=C(C4)COC=5C=CC=CC5C(N)=O,Z853374852,469.557,469.557,3.964,-6.533,1,4,85.52,6,https://real.enamine.net/public-enum-files/Z853374852
CC1C=2C=CC=CC2CCN1C(=O)NCCCN3C=CC=N3,Z1143625524,298.384,298.384,2.656,-2.257,1,2,50.16,6,https://real.enamine.net/public-enum-files/Z1143625524
O=C(NC1CCN(C1)C=2C=CC=CC2)C=3C=NN(C3)CC=4C=CC=CC4,Z1144303460,346.427,346.427,3.25,-4.01,1,3,50.16,6,https://real.enamine.net/public-enum-files/Z1144303460
O=C(NCC=1C=CC(=CC1F)C2CC2)C3=CC=4OC=CC4N3,Z2228111317,298.312,298.312,3.887,-4.785,2,1,58.03,5,https://real.enamine.net/public-enum-files/Z2228111317
CCN1CCN(CC1)C2CCN(C2)C(=O)CCC=3C=CN=CC3,Z1144865779,316.442,316.442,-0.728,-0.581,0,4,39.68,6,https://real.enamine.net/public-enum-files/Z1144865779
COC=1C=CC=CC1C2=NN(C)C=C2C(=O)NC3=NC=C(S3)C4=CC=CC=N4,Z2086981957,391.448,391.448,2.064,-4.466,1,5,81.93,5,https://real.enamine.net/public-enum-files/Z2086981957
CC[C@H](C)[C@@H]1NC(=O)N(C=2C=NN(C2)C=3C=CC=CC3)C1=O,Z1612345841,298.34,298.34,2.074,-3.113,1,3,67.23,4,https://real.enamine.net/public-enum-files/Z1612345841
CN(C)C1=NNC(=N1)NC(=O)C=2C=C(C3=CC=CS3)N(N2)C=4C=CC=CC4,Z2087882797,379.441,379.441,4.02,-5.623,2,5,91.73,5,https://real.enamine.net/public-enum-files/Z2087882797
COC1=CC=CC(OC)=C1C(=O)NC(C)C2=CSC(C)=N2,Z1152691624,306.382,306.382,2.07,-2.757,1,4,60.45,6,https://real.enamine.net/public-enum-files/Z1152691624
CC1=CC=CN2C(=O)C=C(CNC(C)C=3C=CC(=CC3)OCC=4C=CC=NC4)N=C12,Z1588489102,400.474,400.474,1.897,-4.07,1,5,66.82,7,https://real.enamine.net/public-enum-files/Z1588489102
CC(C)N1N=CC=2C(=CC(=NC21)C3=CC=CS3)C(=O)NC=4C=CC(=CC4)S(C)(=O)=O,Z216493278,440.542,440.542,3.109,-4.818,1,5,93.95,5,https://real.enamine.net/public-enum-files/Z216493278
CN1C(=O)N(CCC(=O)NCC=2C=CC(=CC2)C(=O)N3CCOCC3)C=4C=CC=CC41,Z241411238,422.478,422.478,1.461,-3.738,1,4,82.19,6,https://real.enamine.net/public-enum-files/Z241411238
C[C@H](NC(=O)C1CC(=O)N(C1)C=2C=CC=3CCCC3C2)C4=CC=CN=C4,Z1155606323,349.427,349.427,3.233,-4.187,1,3,62.3,4,https://real.enamine.net/public-enum-files/Z1155606323
O=C(NC=1C=CC=CC1NCC(F)(F)F)C=2C=C3N=CC=CN3N2,Z2228875667,335.285,335.285,1.757,-4.331,2,4,71.32,6,https://real.enamine.net/public-enum-files/Z2228875667
CCC=1C=CC(=CC1)CN(C)C(=O)NC2=CC=C3C(C=CN3CC(=O)N4CCOCC4)=C2,Z991973930,434.532,434.532,3.857,-5.122,1,3,66.81,6,https://real.enamine.net/public-enum-files/Z991973930
CC=1C=CC(=CC1)CC2=NN=C(NC(=O)NC(C)CC(=O)NC3=CC=CC(=C3)N4CCCC4)S2,Z1157013013,478.612,478.612,4.261,-6.118,3,5,99.25,8,https://real.enamine.net/public-enum-files/Z1157013013
CC(=O)N1CCC2=CC=C(C=C21)S(=O)(=O)N3CCN(CC3)C(=O)CO,Z1591867434,367.422,367.422,0.298,-2.494,1,5,98.23,5,https://real.enamine.net/public-enum-files/Z1591867434
CC=1C=C(C=2C=C(OC2N1)C(=O)NC3=CC=C4SCC(=O)NC4=C3)C(F)(F)F,Z363465808,407.368,407.368,2.878,-5.988,2,3,84.23,3,https://real.enamine.net/public-enum-files/Z363465808
CC(C)CN(CC(N)=O)C(=O)CCCC1=CC=C2C=CC=CC2=C1,Z1592804476,326.433,326.433,3.626,-5.137,1,2,63.4,8,https://real.enamine.net/public-enum-files/Z1592804476
CC=1C=CC(=CC1S(C)(=O)=O)C(=O)NC2=CC=NC3=CC=NN23,Z1158038001,330.363,330.363,0.918,-3.519,1,5,93.43,4,https://real.enamine.net/public-enum-files/Z1158038001
O=C(N1CCOC=2C=C(O)C=CC2C1)C34CCC(=O)N4C5=CC=CC=C5S3,Z2091965603,382.435,382.435,3.233,-5.376,1,4,70.08,1,https://real.enamine.net/public-enum-files/Z2091965603
COC=1C=C(C=C2OCCOC12)C(=O)NC=3C(C)=CC=CC3C(=O)O,Z224184950,343.331,343.331,3.15,-4.406,2,6,94.09,5,https://real.enamine.net/public-enum-files/Z224184950
O=C(C=1C=C2N=CC=CN2N1)N3CCC(CC3)N4C=CC(=N4)C(F)(F)F,Z2229241349,364.326,364.326,0.312,-3.418,0,4,68.32,3,https://real.enamine.net/public-enum-files/Z2229241349
CC(C(=O)NC(C)(C)C(=O)NC=1C=CC=CC1)C=2C=CC=CC2F,Z1160997345,328.381,328.381,2.984,-4.659,2,2,58.2,7,https://real.enamine.net/public-enum-files/Z1160997345
CS(=O)(=O)CC1CCN(C1)C(=O)C2=CSC(=N2)C=3C=CC(Cl)=CC3,Z2207791776,384.903,384.903,0.581,-4.414,0,4,67.34,5,https://real.enamine.net/public-enum-files/Z2207791776
C#CCN(CC=1C=CC=CC1)C(=O)C(C)NC(=O)C2=CC=CC(Cl)=C2Cl,Z2094657323,389.275,389.275,3.797,-6.508,1,2,49.41,6,https://real.enamine.net/public-enum-files/Z2094657323
CN(CC1CCCN(C1)C(=O)C(C)(O)C2CC2)S(C)(=O)=O,Z2096723751,318.434,318.434,-0.059,-1.55,1,4,77.92,6,https://real.enamine.net/public-enum-files/Z2096723751
CC=1C=CC(=CC1C)C(C)NC(=O)NCC2CCCS(=O)(=O)C2,Z2096792375,338.467,338.467,1.348,-3.714,2,3,75.27,6,https://real.enamine.net/public-enum-files/Z2096792375
CC=1C=CC=C(C1)S(=O)(=O)N2CC=C(CC2)C3=CNC=4N=CC=CC34,Z240283904,353.44,353.44,3.366,-4.971,1,3,66.06,3,https://real.enamine.net/public-enum-files/Z240283904
CC(=O)N1CCN(CC1)C(=O)CN2CCC(CC2)N(C)C=3C=CC=CC3,Z909852460,358.479,358.479,1.65,-2.346,0,4,47.1,4,https://real.enamine.net/public-enum-files/Z909852460
CC1=NN(C(C)=C1CNCC2(CO)CC2)C=3C=CC(Cl)=CC3,Z1323639262,319.829,319.829,2.972,-1.873,2,3,50.08,6,https://real.enamine.net/public-enum-files/Z1323639262
CC(C)CC1C(=O)NCCN1S(=O)(=O)C=2C(Cl)=CC=C(F)C2F,Z2097260292,366.812,366.812,3.552,-4.662,1,3,66.48,4,https://real.enamine.net/public-enum-files/Z2097260292
O=C(NC1CCOC=2C=CC(F)=CC21)C=3C=CC(=NN3)N4CCCC4,Z1167319410,342.368,342.368,2.401,-4.341,1,5,67.35,4,https://real.enamine.net/public-enum-files/Z1167319410
CC(C)(C)C1=CN2CC(CCC2=N1)NC(=O)NC3CC(C)(C)NC(C)(C)C3,Z1169211100,375.552,375.552,2.995,-2.336,3,3,70.98,5,https://real.enamine.net/public-enum-files/Z1169211100
O=C1NC(=NC=2SC(=CC12)C=3C=CC=CC3)C=4C=CN=CN4,Z1983051060,306.344,306.344,2.161,-5.468,1,4,67.24,2,
CCCC1=CSC(=N1)NC(=O)N2CCCC2C=3C=CC=4OCCOC4C3,Z1602419988,373.471,373.471,3.722,-5.225,1,4,63.69,6,https://real.enamine.net/public-enum-files/Z1602419988
CC=1C=CC(=CC1)C(NC(=O)C2=CC(=O)N(C)C=3C=CC=CC23)C(=O)O,Z1603678718,350.369,350.369,2.413,-4.579,2,4,86.71,5,https://real.enamine.net/public-enum-files/Z1603678718
CC=1C=C(NC(=O)CN(C)C2=CC=C(F)C(Cl)=C2)N(N1)C3CCS(=O)(=O)C3,Z1603282238,414.884,414.884,1.38,-3.549,1,5,84.3,5,https://real.enamine.net/public-enum-files/Z1603282238
CC1=NNC(C)=C1C(C)C(=O)N2CCN(CC2)C=3C=CC=CN3,Z1171996766,313.398,313.398,1.135,-2.585,1,4,65.12,4,https://real.enamine.net/public-enum-files/Z1171996766
CSC=1C=CC(=CC1)OCCOC(=O)C=2C=NC=C3C=CC=CC23,Z2100770399,339.41,339.41,4.301,-5.24,0,3,48.42,7,https://real.enamine.net/public-enum-files/Z2100770399
