smiles,A_baumanii_fold_0,E_coli_fold_0,K_pneumoniae_fold_0,P_aeruginosa_fold_0,A_baumanii_fold_1,E_coli_fold_1,K_pneumoniae_fold_1,P_aeruginosa_fold_1,A_baumanii_fold_2,E_coli_fold_2,K_pneumoniae_fold_2,P_aeruginosa_fold_2,A_baumanii_fold_3,E_coli_fold_3,K_pneumoniae_fold_3,P_aeruginosa_fold_3,A_baumanii_fold_4,E_coli_fold_4,K_pneumoniae_fold_4,P_aeruginosa_fold_4,A_baumanii_fold_5,E_coli_fold_5,K_pneumoniae_fold_5,P_aeruginosa_fold_5,A_baumanii_fold_6,E_coli_fold_6,K_pneumoniae_fold_6,P_aeruginosa_fold_6,A_baumanii_fold_7,E_coli_fold_7,K_pneumoniae_fold_7,P_aeruginosa_fold_7,A_baumanii_fold_8,E_coli_fold_8,K_pneumoniae_fold_8,P_aeruginosa_fold_8,N_gonorrhoeae_fold_0,N_gonorrhoeae_fold_1,N_gonorrhoeae_fold_2,N_gonorrhoeae_fold_3,N_gonorrhoeae_fold_4,N_gonorrhoeae_fold_5,N_gonorrhoeae_fold_6,N_gonorrhoeae_fold_7,N_gonorrhoeae_fold_8,A_baumanii_avg,E_coli_avg,K_pneumoniae_avg,P_aeruginosa_avg,N_gonorrhoeae_avg,druglikeness,novelty,cluster_id
CSC1=C(C#N)C2(CCCCC2)C(C#N)=C(NC(=O)CCl)N1,0.0049,0.0042,0.003,0.001,0.4509,0.0742,0.0336,0.0172,0.1141,0.0118,0.0069,0.0063,0.5485,0.105,0.043,0.042,0.1233,0.0048,0.0045,0.0091,0.3996,0.0759,0.0492,0.03,0.2336,0.021,0.0157,0.0216,0.0694,0.0125,0.0074,0.0071,0.0,0.0,0.0,0.0,0.0137,0.1736,0.0046,0.0,0.0006,0.3087,0.0748,0.3192,0.1288,0.216,0.0344,0.0182,0.0149,0.1138,0.7142,0.828571,1303
O=Cc1sc(=NS(=O)(=O)c2ccccc2)n(CCCCl)c1Cl,0.0043,0.0036,0.0027,0.0008,0.4961,0.0809,0.0357,0.021,0.1231,0.0134,0.0077,0.0065,0.577,0.076,0.0334,0.0544,0.3537,0.0306,0.0205,0.0187,0.3119,0.0411,0.0289,0.0247,0.2957,0.0343,0.0232,0.0254,0.1382,0.0304,0.0154,0.0106,0.0,0.0001,0.0003,0.0,0.1225,0.4005,0.5382,0.7799,0.9871,0.6078,0.7215,0.5944,0.4508,0.2556,0.0345,0.0186,0.018,0.5781,0.6333,0.805556,1301
O=C(CCl)NNC(=O)c1cc(NC(=O)CCl)cc([N+](=O)[O-])c1,0.0075,0.0068,0.0049,0.0016,0.0994,0.0044,0.0041,0.0091,0.1876,0.0285,0.0145,0.0086,0.363,0.6284,0.3176,0.0224,0.5663,0.1311,0.068,0.0279,0.4479,0.1251,0.0772,0.0339,0.5295,0.199,0.0992,0.0408,0.1534,0.0354,0.0175,0.0112,0.0,0.0003,0.0014,0.0,0.1856,0.1296,0.5566,0.2929,0.6051,0.4972,0.499,0.4709,0.1782,0.2616,0.1288,0.0672,0.0173,0.3794,0.6241,0.696429,1300
Clc1ccc(CNCCCn2ccc3ccccc32)cc1Cl,0.0152,0.0149,0.0107,0.0036,0.5635,0.0785,0.0324,0.0239,0.0638,0.0048,0.0032,0.0044,0.6173,0.091,0.0367,0.0533,0.4108,0.0401,0.0249,0.0193,0.2223,0.0178,0.0139,0.0192,0.2856,0.0282,0.0198,0.0244,0.1047,0.0206,0.011,0.0086,0.998,0.0008,0.0018,0.0001,0.7189,0.686,0.9642,0.9987,0.921,0.9099,0.8,0.7723,0.5554,0.3646,0.033,0.0171,0.0174,0.814,0.7678,0.811321,1298
O=C(Nc1ccc(C(=O)O)c(Cl)c1)c1ccc2c(c1)OCO2,0.0028,0.0023,0.0017,0.0005,0.3388,0.0391,0.0234,0.025,0.0951,0.0091,0.0056,0.006,0.5901,0.13,0.0543,0.0578,0.0977,0.0036,0.0036,0.0084,0.1846,0.0143,0.0119,0.0195,0.1785,0.0144,0.0122,0.0212,0.1117,0.0231,0.0123,0.0094,0.007,0.1091,0.0515,0.0061,0.0816,0.3144,0.4133,0.8638,0.1591,0.7338,0.7574,0.5815,0.4618,0.1785,0.0383,0.0196,0.0171,0.4852,0.7502,0.807018,1297
COc1ccccc1CC(=O)Nc1ccc(C(=O)O)c(F)c1,0.0025,0.0021,0.0015,0.0004,0.0122,0.0004,0.0007,0.0048,0.0413,0.0027,0.002,0.0038,0.1316,0.0027,0.0026,0.0147,0.0059,0.0001,0.0002,0.0018,0.0454,0.0015,0.0017,0.0085,0.0251,0.001,0.0015,0.0077,0.1008,0.0202,0.0111,0.009,0.0001,0.088,0.0983,0.0075,0.0812,0.2245,0.2688,0.0004,0.0001,0.3574,0.4509,0.4635,0.1534,0.0405,0.0132,0.0133,0.0065,0.2222,0.6857,0.77193,1293
Oc1ccc(CN2CCc3ccccc3C2)c2cccnc12,0.0016,0.0013,0.0009,0.0003,0.5266,0.1088,0.0443,0.0184,0.041,0.0026,0.0019,0.0035,0.5728,0.0762,0.0318,0.0453,0.2211,0.0117,0.0092,0.0125,0.1347,0.0074,0.0066,0.0145,0.1791,0.0127,0.0105,0.0184,0.0703,0.0127,0.0075,0.0071,0.0002,0.0001,0.0,0.0,0.3805,0.277,0.6141,0.8622,0.9916,0.6383,0.5694,0.4326,0.286,0.1942,0.0259,0.0125,0.0133,0.5613,0.7673,0.815385,1292
CCCCCCCCCCCCCCCC[n+]1ccccc1,0.2013,0.2495,0.1956,0.0928,0.4727,0.3665,0.1556,0.0117,0.0324,0.0019,0.0014,0.0031,0.4929,0.4239,0.1719,0.0307,0.5477,0.0913,0.0485,0.0244,0.3417,0.0431,0.03,0.0264,0.4557,0.0786,0.0447,0.0337,0.0962,0.0183,0.01,0.0082,0.9793,0.9901,0.8319,0.0013,0.9738,0.7911,0.9844,0.9992,0.9989,0.9016,0.9407,0.8814,0.5951,0.4022,0.2515,0.1655,0.0258,0.8963,0.8304,0.0,1290
Cc1c(C(=O)CCl)c2ccccn2c1C(=O)c1ccc(F)cc1,0.0038,0.0032,0.0023,0.0007,0.2929,0.0192,0.012,0.0183,0.2202,0.036,0.0183,0.0103,0.5042,0.0426,0.0215,0.0494,0.124,0.005,0.0047,0.0098,0.3716,0.0606,0.0415,0.0308,0.317,0.0391,0.0264,0.0286,0.139,0.0303,0.0153,0.0104,0.0,0.0,0.0,0.0,0.1858,0.1698,0.1012,0.0322,0.0094,0.2299,0.0771,0.203,0.1699,0.2192,0.0262,0.0158,0.0176,0.1309,0.7704,0.773585,1289
CN(C)C1(CNc2nc(Cl)nc(N3CCOCC3)n2)CCCC1,0.0057,0.005,0.0036,0.0011,0.548,0.0868,0.0359,0.0221,0.0976,0.009,0.0055,0.0056,0.5835,0.1323,0.0526,0.0479,0.2586,0.0152,0.0114,0.0139,0.2851,0.0302,0.0221,0.0232,0.4041,0.065,0.0395,0.0336,0.1112,0.0221,0.0118,0.009,0.0,0.0001,0.0001,0.0001,0.0039,0.0948,0.0071,0.0208,0.025,0.048,0.0118,0.1917,0.0531,0.2549,0.0406,0.0203,0.0174,0.0507,0.7319,0.805195,1286
COc1cc(Cl)cc(C=O)c1OCc1ccccc1CC(=O)O,0.0043,0.0037,0.0027,0.0008,0.3469,0.0282,0.0169,0.0251,0.0943,0.0087,0.0054,0.0057,0.5989,0.0892,0.0389,0.0625,0.0958,0.0034,0.0034,0.0082,0.2592,0.0264,0.0201,0.0237,0.2756,0.0306,0.0223,0.0283,0.1812,0.0441,0.021,0.0124,0.0005,0.0226,0.0162,0.0037,0.0568,0.1983,0.035,0.0003,0.0049,0.114,0.1189,0.2956,0.142,0.2063,0.0285,0.0163,0.0189,0.1073,0.66,0.76,1285
Nc1c(C(=O)N2CCOC3CCCCC32)cc(F)cc1[N+](=O)[O-],0.0186,0.0186,0.0134,0.0045,0.4171,0.0772,0.0359,0.0155,0.0651,0.0051,0.0034,0.0046,0.5173,0.0661,0.0294,0.0408,0.0677,0.0022,0.0024,0.0069,0.0876,0.0039,0.0038,0.0115,0.1747,0.0131,0.0109,0.0188,0.0844,0.0161,0.0091,0.008,0.0001,0.0055,0.0005,0.0,0.2423,0.2899,0.7882,0.9536,0.2487,0.6448,0.522,0.3198,0.1999,0.1592,0.0231,0.0121,0.0123,0.4677,0.6063,0.793103,1284
CCOC(=O)Cc1csc(NC(=O)C=Cc2c(F)cccc2Cl)n1,0.0029,0.0024,0.0018,0.0005,0.3377,0.026,0.0151,0.0203,0.04,0.0025,0.0019,0.0035,0.3845,0.0194,0.0112,0.0319,0.0209,0.0005,0.0007,0.0035,0.0895,0.004,0.0038,0.0114,0.0769,0.0038,0.0041,0.0119,0.0495,0.0084,0.0054,0.0061,0.5538,0.1218,0.0695,0.0231,0.0633,0.1799,0.0415,0.0001,0.4969,0.4616,0.1793,0.3977,0.1486,0.1729,0.021,0.0126,0.0125,0.2188,0.7301,0.774194,1282
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0046,0.0038,0.0028,0.0009,0.3263,0.0278,0.0161,0.0183,0.104,0.0102,0.0061,0.0058,0.5043,0.049,0.0233,0.043,0.3657,0.0336,0.0224,0.0198,0.1911,0.0148,0.0123,0.0197,0.2444,0.0243,0.018,0.0237,0.1581,0.0365,0.0179,0.0115,0.0,0.0029,0.0157,0.0323,0.0159,0.2655,0.064,0.0085,0.0005,0.0345,0.0437,0.3784,0.1943,0.211,0.0226,0.0149,0.0195,0.1117,0.8249,0.870968,1280
O=C(NCC1COc2ccccc2O1)c1cc(F)c(F)cc1[N+](=O)[O-],0.0116,0.0112,0.008,0.0026,0.4203,0.0915,0.0437,0.018,0.0819,0.0071,0.0045,0.0053,0.5606,0.069,0.0316,0.0561,0.0675,0.0021,0.0024,0.0068,0.1639,0.0112,0.0095,0.0169,0.1701,0.0128,0.0107,0.0186,0.0908,0.0176,0.0098,0.0082,0.5934,0.1876,0.0873,0.0092,0.1141,0.2259,0.1705,0.9966,0.9281,0.4431,0.4307,0.475,0.1615,0.24,0.0456,0.0231,0.0157,0.4384,0.6959,0.710526,1279
CC1(C)C2CCC1(C)C(NC(=O)c1csc(Nc3ccccn3)n1)C2,0.0036,0.0031,0.0022,0.0007,0.5848,0.1708,0.069,0.0254,0.0741,0.006,0.0039,0.0049,0.5511,0.0639,0.0285,0.0478,0.0251,0.0006,0.0008,0.0038,0.0901,0.0039,0.0038,0.0115,0.1718,0.0119,0.01,0.0182,0.0897,0.017,0.0095,0.0081,0.042,0.0159,0.009,0.0098,0.0679,0.0582,0.2538,0.1894,0.164,0.3929,0.0655,0.4139,0.1486,0.1814,0.0326,0.0152,0.0145,0.1949,0.6792,0.782609,1278
O=c1c(Cc2cc(Cl)c3cccnc3c2O)c(O)oc2ccccc12,0.0119,0.011,0.008,0.0027,0.3568,0.0281,0.0157,0.0197,0.2341,0.0422,0.0226,0.0137,0.5338,0.0465,0.0222,0.0486,0.0913,0.0035,0.0038,0.0099,0.1205,0.0064,0.0059,0.0145,0.1638,0.0118,0.0103,0.0193,0.2597,0.0784,0.036,0.0183,0.0,0.0,0.0,0.0,0.8586,0.7731,0.9735,0.9597,0.9978,0.9702,0.9533,0.9175,0.7684,0.1969,0.0253,0.0138,0.0163,0.908,0.6296,0.777778,1277
O=C(Nc1nc2c(F)c(F)c(F)cc2s1)c1ccc([N+](=O)[O-])cc1Cl,0.0121,0.0113,0.0082,0.0028,0.3719,0.0437,0.0231,0.0185,0.0956,0.009,0.0055,0.0057,0.5551,0.0829,0.0353,0.0457,0.2221,0.0125,0.0099,0.0135,0.1323,0.0077,0.0069,0.0147,0.1907,0.0154,0.0123,0.0197,0.0882,0.017,0.0095,0.0081,0.0017,0.0303,0.0236,0.0204,0.2565,0.5893,0.8029,0.9473,0.9159,0.7733,0.6925,0.7261,0.2548,0.1855,0.0255,0.0149,0.0166,0.6621,0.7839,0.736842,1276
O=C(OC1(C(F)(F)F)C(=O)Nc2c(Cl)cccc21)c1ccc(F)cc1,0.0029,0.0024,0.0017,0.0005,0.4308,0.0816,0.0375,0.0163,0.1272,0.014,0.008,0.0066,0.586,0.1268,0.0498,0.0459,0.421,0.0467,0.0288,0.0209,0.2559,0.0262,0.0197,0.022,0.1809,0.0137,0.0112,0.0186,0.1013,0.0201,0.0109,0.0086,0.0,0.0,0.0,0.0,0.0231,0.1843,0.0492,0.003,0.0014,0.0472,0.0371,0.1496,0.12,0.234,0.0368,0.0186,0.0155,0.0683,0.654,0.803279,1275
COc1cc(CNCCc2cccc3cccnc23)cc(OC)c1O,0.0006,0.0004,0.0003,0.0001,0.5262,0.0676,0.0291,0.0221,0.0701,0.0054,0.0036,0.0047,0.6074,0.0908,0.0371,0.0528,0.2394,0.0133,0.0102,0.0133,0.1442,0.0083,0.0072,0.0149,0.2327,0.02,0.0153,0.0225,0.0795,0.0147,0.0084,0.0075,0.0,0.0002,0.0,0.0,0.0216,0.1582,0.0069,0.0023,0.1924,0.1771,0.0319,0.0934,0.193,0.2111,0.0245,0.0124,0.0153,0.0974,0.6717,0.736842,1274
Clc1ccc(Oc2nc3ccccc3o2)c2ncccc12,0.0022,0.0018,0.0013,0.0004,0.4729,0.1127,0.0484,0.0165,0.0413,0.0026,0.0019,0.0036,0.5489,0.0674,0.029,0.0428,0.4274,0.0475,0.0286,0.02,0.1152,0.006,0.0054,0.0132,0.1435,0.0091,0.0081,0.016,0.0868,0.0164,0.0092,0.0079,0.0,0.0015,0.0001,0.0,0.6081,0.5133,0.1194,0.9656,0.9977,0.6613,0.8451,0.694,0.2591,0.2043,0.0295,0.0147,0.0134,0.6293,0.6117,0.765957,1272
COc1ccc(CC(=O)Nc2ncc(Cc3ccc(F)c(F)c3F)s2)cc1,0.0093,0.0087,0.0063,0.002,0.2746,0.0175,0.0116,0.0207,0.0499,0.0034,0.0024,0.004,0.2851,0.01,0.0069,0.0256,0.0287,0.0007,0.001,0.0043,0.1232,0.0066,0.006,0.0145,0.0427,0.0017,0.0022,0.0088,0.0771,0.0143,0.0083,0.0076,0.0981,0.1822,0.0681,0.0069,0.0653,0.1406,0.0238,0.0232,0.0065,0.1042,0.0686,0.3769,0.1931,0.1099,0.0272,0.0125,0.0105,0.1113,0.6961,0.783505,1270
CCCn1c(Sc2nc3ccccn3c2[N+](=O)[O-])nc2ccccc2c1=O,0.0061,0.0055,0.004,0.0012,0.4605,0.1263,0.0544,0.0155,0.0561,0.0041,0.0028,0.0042,0.5399,0.0783,0.0334,0.0419,0.2123,0.0114,0.0091,0.0129,0.105,0.0052,0.0049,0.0125,0.1441,0.0094,0.0083,0.0162,0.0598,0.0105,0.0064,0.0066,0.0,0.0,0.0,0.0,0.0367,0.1402,0.0461,0.0038,0.1457,0.1142,0.3319,0.2304,0.1085,0.176,0.0279,0.0137,0.0123,0.1286,0.7607,0.75641,1265
N#Cc1c(F)cccc1N1CCN(c2cc(Cl)nc(N)n2)CC1,0.003,0.0025,0.0018,0.0005,0.4573,0.1033,0.0461,0.0174,0.0414,0.0027,0.0019,0.0036,0.5401,0.1245,0.05,0.0395,0.0365,0.0009,0.0012,0.0047,0.0842,0.0037,0.0036,0.0111,0.1403,0.0091,0.0082,0.0165,0.0577,0.0101,0.0062,0.0065,0.0,0.006,0.002,0.0,0.0223,0.1325,0.0712,0.0,0.0001,0.0544,0.0388,0.2478,0.1584,0.1512,0.0292,0.0134,0.0111,0.0806,0.7349,0.817073,1264
O=C(CN1C(=O)COc2ccccc21)Oc1ccc(Cl)c(Cl)c1,0.003,0.0025,0.0018,0.0005,0.4906,0.1051,0.0452,0.0186,0.063,0.0048,0.0032,0.0044,0.5609,0.0945,0.039,0.0441,0.2762,0.0179,0.013,0.0146,0.198,0.0154,0.0123,0.0181,0.1658,0.0116,0.0098,0.0174,0.0646,0.0115,0.0069,0.0068,0.0001,0.0006,0.0,0.0,0.0571,0.2071,0.0348,0.0103,0.002,0.0972,0.0377,0.1987,0.0989,0.2025,0.0293,0.0146,0.0138,0.0827,0.7136,0.767857,1261
O=[N+]([O-])c1cnc(NCC2(O)CCCC(C(F)(F)F)C2)s1,0.0191,0.0186,0.0136,0.0048,0.3692,0.4018,0.188,0.0083,0.0751,0.0063,0.004,0.0049,0.5316,0.2233,0.0865,0.0367,0.2453,0.0144,0.0109,0.0135,0.2447,0.0247,0.0188,0.0214,0.3432,0.0491,0.0308,0.0278,0.0949,0.0186,0.0102,0.0084,0.0004,0.2239,0.0099,0.0,0.1526,0.4465,0.743,0.6379,0.791,0.5418,0.6857,0.6486,0.2773,0.2137,0.109,0.0414,0.014,0.5472,0.679,0.80303,1260
O=[N+]([O-])c1cnc(N2CCCC(c3ncc(C(F)(F)F)[nH]3)C2)s1,0.0076,0.0069,0.005,0.0016,0.4304,0.1521,0.0664,0.0134,0.0398,0.0025,0.0019,0.0035,0.4514,0.0436,0.0209,0.0326,0.0944,0.0032,0.0032,0.0076,0.1005,0.005,0.0046,0.0122,0.211,0.0183,0.014,0.0202,0.0524,0.0091,0.0057,0.0063,0.0008,0.1516,0.0002,0.0,0.0387,0.2144,0.5316,0.516,0.149,0.5088,0.558,0.6333,0.1402,0.1542,0.0436,0.0136,0.0108,0.3656,0.6949,0.806452,1258
N#Cc1nc(NCc2ccc(N)nc2)ccc1C(F)(F)F,0.0013,0.001,0.0007,0.0002,0.423,0.2463,0.1082,0.012,0.0418,0.0027,0.002,0.0036,0.5299,0.1448,0.0573,0.0371,0.0814,0.0027,0.0028,0.0073,0.1083,0.0055,0.0051,0.0128,0.122,0.0075,0.007,0.015,0.0522,0.009,0.0057,0.0062,0.0,0.0,0.0,0.0,0.0294,0.1894,0.0081,0.0,0.0008,0.0323,0.1408,0.2532,0.1638,0.1511,0.0466,0.021,0.0105,0.0909,0.677,0.846154,1256
CC(=O)c1csc(NC(=O)C2CC(=O)N(c3ccccc3F)C2)n1,0.0051,0.0046,0.0033,0.001,0.3442,0.0325,0.0184,0.0192,0.0543,0.0039,0.0027,0.0042,0.4944,0.0514,0.0242,0.0403,0.0276,0.0007,0.0009,0.0042,0.0654,0.0025,0.0026,0.0098,0.0667,0.0032,0.0036,0.0113,0.044,0.0074,0.0049,0.0058,0.0054,0.3116,0.1475,0.0064,0.0165,0.0497,0.0045,0.0,0.0,0.062,0.0357,0.0585,0.1142,0.123,0.0464,0.0231,0.0113,0.0379,0.6945,0.721519,1248
O=C(Nc1ccc2oc(=O)ccc2c1)c1cccc[n+]1[O-],0.0021,0.0017,0.0012,0.0004,0.424,0.2505,0.1123,0.0132,0.0639,0.0049,0.0033,0.0045,0.5222,0.1117,0.046,0.0383,0.211,0.0112,0.009,0.0125,0.1183,0.0064,0.0058,0.0136,0.2019,0.017,0.0133,0.0202,0.0599,0.0106,0.0065,0.0067,0.0,0.0019,0.0007,0.0,0.0443,0.2483,0.0041,0.0517,0.0002,0.0894,0.1661,0.2492,0.139,0.1781,0.0462,0.022,0.0121,0.1103,0.7894,0.76087,1246
N#Cc1c(Cl)nc(NCCNc2ccccn2)c(Cl)c1Cl,0.0024,0.0019,0.0014,0.0004,0.4741,0.1339,0.0579,0.0172,0.0621,0.0047,0.0032,0.0044,0.5154,0.063,0.0281,0.0399,0.3815,0.0363,0.0233,0.0191,0.1166,0.0061,0.0056,0.0132,0.1376,0.0089,0.0079,0.0159,0.0628,0.0112,0.0068,0.0068,0.0,0.0,0.0,0.0,0.0402,0.3627,0.5013,0.0231,0.0124,0.2448,0.1014,0.4339,0.1809,0.1947,0.0296,0.0149,0.013,0.2112,0.7155,0.745455,1245
NC(=O)c1ccsc1NC(=O)CSc1nc2cc(Cl)ccc2n1Cc1ccccc1,0.0037,0.0031,0.0023,0.0007,0.529,0.1067,0.0457,0.0231,0.0696,0.0055,0.0036,0.0047,0.4978,0.0403,0.0201,0.0453,0.0497,0.0014,0.0016,0.0055,0.1936,0.0143,0.0115,0.0178,0.1605,0.0109,0.0094,0.0174,0.0594,0.0104,0.0064,0.0066,0.9923,0.0589,0.1509,0.0209,0.1218,0.101,0.5506,0.0083,0.8045,0.5396,0.1947,0.319,0.2262,0.284,0.028,0.0279,0.0158,0.3184,0.703,0.78481,1242
CCOc1cc(C=Cc2ncc(C(=O)O)s2)cc(Cl)c1OC,0.0026,0.0021,0.0015,0.0005,0.3892,0.0495,0.0249,0.0171,0.0973,0.0093,0.0057,0.006,0.557,0.1309,0.0519,0.0415,0.1352,0.0055,0.0051,0.0097,0.1103,0.0057,0.0052,0.0131,0.2691,0.0283,0.0202,0.0248,0.1017,0.0204,0.0111,0.0089,0.0,0.0014,0.0012,0.0,0.1922,0.3256,0.6083,0.0656,0.8466,0.6654,0.6332,0.6032,0.5366,0.1847,0.0281,0.0141,0.0135,0.4974,0.7462,0.791045,1234
[O-][n+]1ccccc1SCc1cc(Cl)c2c(c1)OCCCO2,0.0086,0.0079,0.0057,0.0018,0.3642,0.4754,0.2343,0.0084,0.075,0.0062,0.004,0.0049,0.5642,0.2614,0.1013,0.0426,0.221,0.0122,0.0096,0.0131,0.2345,0.0216,0.0165,0.0203,0.3239,0.0419,0.0273,0.0272,0.1064,0.0213,0.0114,0.0088,0.0,0.3471,0.0793,0.0,0.3043,0.3664,0.2376,0.0442,0.2241,0.2105,0.2392,0.3943,0.301,0.2109,0.1328,0.0544,0.0141,0.258,0.7619,0.787234,1232
NC(=O)c1ccc(NC(=O)COC(=O)CC2Sc3ccccc3NC2=O)cc1,0.0043,0.0038,0.0027,0.0008,0.4517,0.1203,0.0538,0.0171,0.0562,0.0041,0.0028,0.0042,0.4993,0.0633,0.0286,0.0391,0.0829,0.0028,0.0029,0.0075,0.1488,0.0095,0.0081,0.0153,0.1209,0.0074,0.007,0.0152,0.0489,0.0083,0.0053,0.006,0.0,0.0002,0.001,0.0,0.0139,0.219,0.0108,0.0003,0.0014,0.1755,0.1489,0.2541,0.2069,0.157,0.0244,0.0125,0.0117,0.1145,0.7384,0.795699,1230
O=C(COC(=O)c1nc(Cl)c(Cl)c(Cl)c1Cl)Nc1cccnc1Cl,0.0062,0.0055,0.004,0.0013,0.4261,0.0636,0.0299,0.017,0.0682,0.0055,0.0036,0.0046,0.504,0.0547,0.025,0.0389,0.2002,0.01,0.0081,0.0116,0.1519,0.0098,0.0083,0.0153,0.3047,0.0369,0.0244,0.0255,0.0818,0.0154,0.0088,0.0078,0.0,0.0,0.0,0.0,0.1571,0.3854,0.7106,0.0483,0.2705,0.7067,0.2699,0.6125,0.1998,0.1937,0.0224,0.0124,0.0136,0.3734,0.6827,0.791045,1228
CCN(CC)C(=O)CSCC(=O)OC(C)C(=O)Nc1cccc([N+](=O)[O-])c1,0.0037,0.0033,0.0024,0.0007,0.0633,0.0023,0.0026,0.0086,0.0446,0.003,0.0022,0.0038,0.3226,0.0139,0.0093,0.0333,0.0294,0.0007,0.001,0.0043,0.1674,0.0117,0.0099,0.0174,0.0509,0.0023,0.0028,0.0101,0.056,0.0098,0.0061,0.0065,0.0,0.0136,0.0758,0.0003,0.0026,0.0648,0.0054,0.0105,0.0089,0.0684,0.1345,0.108,0.1874,0.082,0.0067,0.0124,0.0094,0.0656,0.6084,0.7375,1221
COC(=O)CCN(Cc1ccc(F)c(F)c1)c1cc(Cl)nc(N)n1,0.0048,0.0043,0.0031,0.0009,0.4925,0.1586,0.066,0.0161,0.0623,0.0047,0.0032,0.0044,0.5402,0.2309,0.0891,0.0378,0.1721,0.0078,0.0067,0.011,0.1851,0.0133,0.0109,0.0175,0.2858,0.03,0.0208,0.0246,0.1121,0.0228,0.0121,0.0092,0.0,0.0001,0.0001,0.0,0.0295,0.1394,0.4966,0.0059,0.1808,0.0258,0.1063,0.1949,0.2261,0.2061,0.0525,0.0236,0.0135,0.1561,0.663,0.804878,1216
NC[C@@H]1CN(Cc2coc(-c3ccccc3)n2)C[C@H]1c1ccccc1,0.0063,0.0056,0.0041,0.0013,0.574,0.0795,0.0335,0.0279,0.0737,0.0058,0.0038,0.0048,0.6645,0.1406,0.0548,0.0678,0.1627,0.0069,0.006,0.0103,0.2817,0.0283,0.0209,0.0229,0.327,0.0369,0.0248,0.0277,0.1035,0.0201,0.0108,0.0085,0.8563,0.5101,0.1513,0.0028,0.0624,0.136,0.022,0.0348,0.0104,0.0412,0.3376,0.3783,0.1445,0.3388,0.0927,0.0344,0.0193,0.1297,0.6787,0.823529,1214
CC(=O)N(c1nc(CN2CCC(C(=O)c3ccc4c(c3)OCCO4)CC2)cs1)c1ccccc1F,0.0011,0.0009,0.0006,0.0002,0.4162,0.0452,0.0221,0.0178,0.0266,0.0015,0.0012,0.0028,0.4642,0.0441,0.0211,0.0347,0.0396,0.001,0.0013,0.0047,0.0533,0.0018,0.0019,0.0085,0.0616,0.0027,0.0032,0.0103,0.0394,0.0065,0.0044,0.0054,0.0,0.0602,0.0611,0.0008,0.0098,0.0866,0.0034,0.0087,0.0004,0.0549,0.054,0.0904,0.0995,0.1225,0.0182,0.013,0.0095,0.0453,0.7199,0.789474,1212
Clc1ccc(CNCCCCn2ccnc2)c2ncccc12,0.0044,0.0039,0.0028,0.0008,0.5678,0.1324,0.0533,0.0227,0.0626,0.0047,0.0032,0.0045,0.603,0.0963,0.0388,0.0502,0.304,0.021,0.0148,0.0156,0.1361,0.0076,0.0067,0.0145,0.2807,0.0283,0.0202,0.0254,0.1352,0.0289,0.0146,0.0101,0.0,0.0001,0.0,0.0,0.0306,0.2971,0.4264,0.6509,0.085,0.6968,0.5125,0.4241,0.3049,0.2327,0.0359,0.0171,0.016,0.3809,0.7155,0.821918,1210
CN(C)CCN(CC(=O)OC(C)(C)C)C(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,0.0149,0.0148,0.0106,0.0035,0.5099,0.1002,0.0416,0.0179,0.0635,0.0048,0.0032,0.0044,0.5641,0.1061,0.0428,0.0433,0.1364,0.0054,0.0049,0.0094,0.1208,0.0064,0.0057,0.0133,0.1627,0.011,0.0094,0.0174,0.0685,0.0123,0.0073,0.007,0.0,0.0007,0.0004,0.0,0.0077,0.1606,0.0058,0.0001,0.0036,0.0516,0.0257,0.3312,0.1372,0.1823,0.0291,0.014,0.0129,0.0804,0.7335,0.818182,1209
COC(=O)c1ccoc1COC(=O)COc1ccc(Cl)c2cccnc12,0.0024,0.002,0.0014,0.0004,0.4388,0.091,0.0418,0.0174,0.0438,0.0029,0.0021,0.0037,0.5145,0.0555,0.0251,0.0401,0.2415,0.0141,0.0107,0.0134,0.192,0.0148,0.012,0.018,0.1986,0.016,0.0126,0.0197,0.1062,0.0214,0.0115,0.0089,0.0,0.0002,0.0,0.0,0.3754,0.3028,0.2935,0.3854,0.9254,0.5035,0.5045,0.46,0.0837,0.1931,0.0242,0.013,0.0135,0.426,0.6718,0.813187,1208
N#Cc1cccc(CS(=O)(=O)N2C[C@@H](CN)[C@H](c3ccccc3)C2)c1,0.0027,0.0024,0.0017,0.0005,0.1859,0.0087,0.0069,0.0174,0.0486,0.0033,0.0023,0.0039,0.3225,0.0123,0.0084,0.0343,0.0261,0.0006,0.0009,0.004,0.1638,0.0105,0.0089,0.0168,0.0678,0.0033,0.0038,0.0121,0.0594,0.0104,0.0064,0.0066,0.2445,0.1922,0.0885,0.009,0.0386,0.2142,0.0673,0.0045,0.0021,0.1245,0.3344,0.1736,0.174,0.1246,0.0271,0.0142,0.0116,0.1259,0.6899,0.8,1204
